,Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
885,24/11/15,shot,toy weapon,45.0,M,W,MN,False,other,Not fleeing,False
886,24/11/15,shot and Tasered,toy weapon,32.0,M,W,NV,True,attack,Foot,True
887,24/11/15,shot,gun,24.0,M,B,NJ,False,attack,Not fleeing,False
888,25/11/15,shot,knife,23.0,M,W,MO,False,attack,Not fleeing,False
889,25/11/15,shot,gun,52.0,M,W,AZ,False,attack,Not fleeing,False
890,25/11/15,shot,gun,37.0,F,W,MO,False,attack,Not fleeing,False
891,26/11/15,shot,unarmed,26.0,M,W,CA,False,other,Car,True
892,27/11/15,shot,gun,58.0,M,W,MO,False,attack,Not fleeing,False
893,28/11/15,shot,baseball bat and fireplace poker,50.0,M,W,TX,False,other,Not fleeing,False
894,29/11/15,shot,gun,22.0,M,W,OH,False,attack,Not fleeing,False
895,29/11/15,shot,gun,53.0,M,W,MO,False,attack,Not fleeing,False
896,29/11/15,shot,gun,69.0,M,H,AZ,True,attack,Not fleeing,False
897,29/11/15,shot,gun,23.0,M,H,CA,False,attack,Foot,False
899,30/11/15,shot,vehicle,25.0,M,A,CO,False,attack,Car,False
900,30/11/15,shot,gun,18.0,M,B,GA,False,attack,Foot,False
901,30/11/15,shot,undetermined,31.0,M,H,TX,False,other,Not fleeing,False
902,1/12/2015,shot,gun,23.0,M,W,ME,False,attack,Foot,False
903,1/12/2015,shot,gun,18.0,M,H,CA,False,attack,Not fleeing,False
904,2/12/2015,shot,gun,35.0,M,H,CO,False,attack,Car,False
905,2/12/2015,shot,gun,27.0,F,O,CA,False,attack,Car,False
906,2/12/2015,shot,gun,28.0,M,O,CA,False,attack,Car,False
907,2/12/2015,shot,knife,26.0,M,B,CA,False,other,Not fleeing,False
908,2/12/2015,shot,gun,32.0,M,H,TX,False,other,Not fleeing,False
909,2/12/2015,shot,gun,36.0,M,H,NM,False,attack,Not fleeing,False
910,3/12/2015,shot,gun,66.0,M,W,NE,False,attack,Not fleeing,False
911,4/12/2015,shot and Tasered,metal stick,47.0,M,W,AZ,False,other,Not fleeing,False
912,4/12/2015,shot,gun,21.0,M,B,PA,False,attack,Not fleeing,False
913,5/12/2015,shot,gun,24.0,M,W,TX,False,attack,Foot,False
914,5/12/2015,shot and Tasered,straight edge razor,51.0,M,W,FL,False,other,Not fleeing,True
915,5/12/2015,shot,gun,60.0,M,W,WI,False,other,Not fleeing,False
916,5/12/2015,shot,gun,61.0,F,W,MO,False,attack,Not fleeing,False
917,5/12/2015,shot,gun,38.0,M,H,CA,False,attack,Not fleeing,False
918,6/12/2015,shot,gun,35.0,M,W,WA,False,attack,Car,False
919,6/12/2015,shot,gun,46.0,M,B,OH,True,attack,Not fleeing,False
920,6/12/2015,shot,knife,48.0,M,W,WY,True,other,Not fleeing,False
921,8/12/2015,shot,unarmed,36.0,M,B,NY,False,other,Foot,False
922,8/12/2015,shot,gun,33.0,M,B,OH,False,attack,Not fleeing,False
923,9/12/2015,shot,gun,66.0,M,W,KY,False,attack,Not fleeing,False
925,10/12/2015,shot,gun,34.0,M,W,IN,False,attack,Not fleeing,False
926,10/12/2015,shot,gun,55.0,M,B,SC,False,attack,Not fleeing,False
927,10/12/2015,shot,knife,54.0,M,W,CA,False,attack,Not fleeing,False
929,11/12/2015,shot,unarmed,36.0,M,W,AZ,False,attack,Not fleeing,False
930,12/12/2015,shot,knife,25.0,M,B,IN,True,attack,Not fleeing,False
931,12/12/2015,shot,gun and knife,24.0,M,B,TN,False,attack,Not fleeing,False
932,12/12/2015,shot,gun,28.0,M,B,CA,False,attack,Not fleeing,False
933,12/12/2015,shot,Taser,36.0,M,W,OK,False,attack,Not fleeing,False
934,12/12/2015,shot,gun,20.0,M,W,PA,True,attack,Not fleeing,False
937,13/12/15,shot,gun,51.0,F,W,TX,True,attack,Not fleeing,False
938,13/12/15,shot,ax,21.0,M,W,TX,True,other,Not fleeing,False
939,13/12/15,shot,knife,30.0,M,O,WA,False,attack,Not fleeing,False
940,13/12/15,shot,gun,32.0,M,H,CO,False,attack,Not fleeing,False
941,14/12/15,shot,gun,33.0,M,B,LA,False,attack,Not fleeing,True
942,14/12/15,shot and Tasered,knife,52.0,M,W,MD,True,other,Not fleeing,False
943,14/12/15,shot,undetermined,56.0,M,W,TN,False,undetermined,Not fleeing,False
944,14/12/15,shot,gun,48.0,F,W,NV,True,attack,Not fleeing,False
945,14/12/15,shot,knife,39.0,M,A,CA,False,other,Not fleeing,False
947,14/12/15,shot,gun,45.0,M,H,NV,False,attack,Not fleeing,False
948,14/12/15,shot,gun,33.0,M,W,WV,False,attack,Not fleeing,False
949,15/12/15,shot,vehicle,51.0,M,B,NC,False,attack,Car,False
951,17/12/15,shot,machete,25.0,M,W,OH,True,other,Not fleeing,False
952,17/12/15,shot,gun,24.0,M,W,CA,False,attack,Other,False
953,18/12/15,shot,gun,22.0,F,W,OH,False,attack,Other,False
954,18/12/15,shot,vehicle,32.0,M,W,TN,False,attack,Car,False
955,18/12/15,shot,toy weapon,58.0,M,H,NM,True,attack,Not fleeing,False
957,19/12/15,shot,undetermined,26.0,M,H,CA,True,attack,Not fleeing,False
958,20/12/15,shot,gun,30.0,M,B,CA,False,attack,Not fleeing,False
959,20/12/15,shot,gun,31.0,M,H,TX,True,attack,Not fleeing,False
960,21/12/15,shot,gun,34.0,M,H,CA,False,attack,Not fleeing,False
961,21/12/15,shot,gun,48.0,M,B,GA,False,attack,Not fleeing,False
963,21/12/15,shot,gun,21.0,M,W,PA,True,attack,Not fleeing,False
964,21/12/15,shot,gun,39.0,M,W,FL,False,attack,Not fleeing,False
965,21/12/15,shot,gun,25.0,M,B,CO,False,attack,Not fleeing,False
966,21/12/15,shot,gun,30.0,M,W,CA,False,attack,Not fleeing,False
968,22/12/15,shot,gun,56.0,M,W,VT,False,attack,Not fleeing,True
969,22/12/15,shot,undetermined,29.0,M,W,FL,False,undetermined,Car,False
970,22/12/15,shot,gun,19.0,M,H,NM,False,undetermined,Foot,True
971,23/12/15,shot,unarmed,35.0,M,B,MI,True,other,Not fleeing,False
972,24/12/15,shot,vehicle,36.0,M,W,LA,False,other,Car,False
974,24/12/15,shot,gun,24.0,M,B,MI,False,attack,Not fleeing,False
975,24/12/15,shot,knife,23.0,M,H,CA,False,other,Not fleeing,False
976,24/12/15,shot,gun,18.0,M,B,NC,False,attack,Not fleeing,False
977,25/12/15,shot,knife,31.0,M,W,CA,True,attack,Not fleeing,False
978,26/12/15,shot,brick,41.0,M,W,AZ,True,other,Not fleeing,False
980,26/12/15,shot,baseball bat,19.0,M,B,IL,True,undetermined,Not fleeing,False
981,26/12/15,shot,gun,38.0,M,H,ID,False,attack,Not fleeing,True
982,27/12/15,shot,undetermined,36.0,M,W,MS,False,undetermined,Car,False
983,27/12/15,shot,knife,34.0,M,W,AZ,True,other,Not fleeing,True
984,27/12/15,shot,undetermined,52.0,M,W,LA,False,undetermined,Not fleeing,False
985,28/12/15,shot,toy weapon,28.0,M,W,VA,False,attack,Not fleeing,True
986,29/12/15,shot,knife,50.0,F,O,CA,True,other,Not fleeing,False
988,30/12/15,shot,knife,55.0,M,H,CA,False,attack,Not fleeing,True
990,31/12/15,shot,unarmed,23.0,M,B,NV,False,other,Not fleeing,True
991,1/1/2016,shot,knife,30.0,M,W,CA,False,other,Not fleeing,True
992,2/1/2016,shot and Tasered,knife,37.0,M,W,MT,False,other,Not fleeing,False
993,2/1/2016,shot,gun,54.0,M,W,TX,False,attack,Car,False
994,2/1/2016,shot,gun,37.0,M,W,SD,False,attack,Not fleeing,False
995,3/1/2016,shot,gun,30.0,M,B,NC,False,attack,Not fleeing,False
996,4/1/2016,shot,undetermined,27.0,M,B,LA,False,undetermined,Not fleeing,False
997,4/1/2016,shot,gun,22.0,M,B,OK,False,attack,Foot,True
998,5/1/2016,shot,vehicle,29.0,M,W,WA,False,attack,Foot,False
999,5/1/2016,shot,knife,39.0,M,W,TN,False,other,Foot,False
1000,5/1/2016,shot,gun,33.0,M,B,NC,False,attack,Not fleeing,False
1001,5/1/2016,shot,gun,52.0,M,W,CA,True,other,Not fleeing,False
1002,5/1/2016,shot,hand torch,28.0,M,H,CA,False,other,Foot,False
1003,5/1/2016,shot and Tasered,knife,54.0,M,W,PA,True,other,Not fleeing,False
1004,6/1/2016,shot,toy weapon,38.0,M,W,IL,True,other,Foot,False
1005,6/1/2016,shot,gun,32.0,M,H,NM,True,attack,Not fleeing,False
1006,6/1/2016,shot,gun,34.0,M,W,KY,False,attack,Not fleeing,False
1007,8/1/2016,shot,knife,26.0,M,W,WI,False,other,Not fleeing,False
1008,8/1/2016,shot,gun,50.0,M,W,GA,True,attack,Not fleeing,False
1009,10/1/2016,shot,chain saw,37.0,M,W,WA,True,other,Not fleeing,False
1010,10/1/2016,shot,toy weapon,45.0,F,W,MD,True,attack,Not fleeing,False
1011,11/1/2016,shot,vehicle,56.0,M,W,CA,False,attack,Car,False
1012,11/1/2016,shot,toy weapon,45.0,M,W,OH,True,attack,Foot,False
1013,11/1/2016,shot,gun,32.0,M,W,CO,False,other,Not fleeing,False
1014,11/1/2016,shot,unarmed,12.0,F,W,PA,False,other,Not fleeing,False
1015,12/1/2016,shot,knife,49.0,M,N,AK,True,other,Not fleeing,False
1016,12/1/2016,shot,gun,58.0,M,W,VA,True,attack,Not fleeing,False
1017,13/01/16,shot,gun,29.0,M,W,TN,False,other,Foot,True
1018,13/01/16,shot,gun,60.0,M,W,WA,True,attack,Not fleeing,False
1019,14/01/16,shot,gun,40.0,M,W,IL,True,attack,Not fleeing,False
1020,14/01/16,shot,knife,39.0,M,H,CA,False,other,Not fleeing,False
1021,15/01/16,shot,gun,26.0,M,W,WV,False,attack,Not fleeing,False
1022,15/01/16,shot,gun,24.0,M,B,MI,False,attack,Not fleeing,False
1023,16/01/16,shot,toy weapon,34.0,M,H,CA,False,other,Foot,False
1024,16/01/16,shot,gun,27.0,M,W,TX,False,attack,Foot,False
1025,16/01/16,shot,toy weapon,44.0,M,W,OR,False,other,Not fleeing,False
1026,16/01/16,shot,unarmed,25.0,F,W,CA,False,other,Car,False
1027,16/01/16,shot,vehicle,55.0,M,W,WV,False,other,Car,False
1028,16/01/16,shot,gun,19.0,M,B,FL,False,attack,Foot,False
1029,17/01/16,shot,gun,52.0,M,B,MO,False,attack,Not fleeing,False
1030,17/01/16,shot and Tasered,knife,24.0,M,H,CA,False,other,Not fleeing,False
1031,17/01/16,shot and Tasered,gun,38.0,M,W,AL,False,other,Not fleeing,False
1032,17/01/16,shot,gun,31.0,M,W,UT,False,attack,Foot,True
1033,17/01/16,shot,unarmed,26.0,M,W,AZ,False,other,Not fleeing,True
1034,18/01/16,shot,gun,33.0,M,W,AZ,True,attack,Not fleeing,False
1035,18/01/16,shot,toy weapon,28.0,M,W,FL,False,other,Not fleeing,False
1036,18/01/16,shot,knife,27.0,M,W,OR,False,other,Foot,False
1037,18/01/16,shot,gun,39.0,M,W,AZ,True,attack,Not fleeing,False
1038,18/01/16,shot,garden tool,29.0,M,W,CA,True,other,Not fleeing,True
1039,19/01/16,shot,gun,36.0,M,W,TX,False,attack,Car,False
1040,19/01/16,shot,knife,55.0,M,W,NC,True,other,Not fleeing,False
1041,19/01/16,shot,gun,28.0,M,W,GA,False,attack,Not fleeing,False
1042,20/01/16,shot,gun,40.0,M,B,LA,False,attack,Not fleeing,False
1043,20/01/16,shot,gun,33.0,M,W,AL,False,other,Foot,True
1044,20/01/16,shot,knife,37.0,M,W,TX,False,other,Other,False
1045,21/01/16,shot,gun,39.0,M,B,OK,True,attack,Car,False
1046,23/01/16,shot,toy weapon,43.0,M,W,AL,False,other,Not fleeing,True
1047,25/01/16,shot and Tasered,knife,38.0,M,H,NV,True,other,Not fleeing,False
1048,26/01/16,shot,gun,55.0,M,W,OR,False,other,Not fleeing,False
1049,27/01/16,shot,gun,52.0,M,W,AR,False,attack,Not fleeing,False
1050,27/01/16,shot,gun,32.0,M,B,TN,False,attack,Other,True
1051,27/01/16,shot,gun,31.0,M,H,NM,False,attack,Not fleeing,False
1052,27/01/16,shot,knife,27.0,M,W,SC,False,other,Not fleeing,False
1053,27/01/16,shot,toy weapon,40.0,M,A,TN,True,other,Not fleeing,False
1054,27/01/16,shot,vehicle,31.0,F,B,MI,True,other,Car,False
1055,27/01/16,shot,gun,30.0,M,W,TX,False,attack,Car,False
1056,27/01/16,shot,gun,26.0,M,H,GA,False,attack,Car,False
1057,28/01/16,shot,vehicle,32.0,F,N,WA,False,other,Not fleeing,False
1058,28/01/16,shot,gun,33.0,M,W,NE,True,attack,Foot,False
1059,28/01/16,shot,gun,19.0,M,B,OR,True,other,Not fleeing,False
1060,29/01/16,shot,gun,33.0,M,B,MA,False,attack,Other,False
1061,29/01/16,shot,gun,29.0,M,B,TX,False,other,Not fleeing,False
1062,29/01/16,shot,vehicle,41.0,F,W,AL,False,attack,Car,False
1063,30/01/16,shot,gun,29.0,M,B,IL,False,attack,Not fleeing,False
1064,30/01/16,shot,scissors,38.0,M,H,CO,False,other,Not fleeing,False
1065,30/01/16,shot,gun,64.0,M,H,GA,True,attack,Not fleeing,False
1066,30/01/16,shot,gun,42.0,M,W,MO,False,attack,Car,False
1067,31/01/16,shot,gun,42.0,M,W,CA,False,attack,Car,False
1068,31/01/16,shot and Tasered,knife,37.0,M,B,PA,True,attack,Not fleeing,False
1069,31/01/16,shot,knife,46.0,M,H,FL,False,other,Not fleeing,False
1070,31/01/16,shot and Tasered,unarmed,25.0,M,W,TX,False,attack,Not fleeing,False
1072,1/2/2016,shot,toy weapon,36.0,M,B,DC,False,attack,Foot,False
1073,1/2/2016,shot,gun,21.0,M,H,NM,True,attack,Car,True
1074,2/2/2016,shot and Tasered,knife,30.0,M,W,CA,True,other,Not fleeing,False
1075,3/2/2016,shot,gun,53.0,M,W,OK,False,attack,Not fleeing,False
1076,3/2/2016,shot,gun,31.0,M,H,FL,True,attack,Not fleeing,False
1077,3/2/2016,shot,gun,22.0,M,N,SD,False,attack,Not fleeing,True
1078,4/2/2016,shot,knife,24.0,M,W,AZ,True,other,Not fleeing,True
1079,4/2/2016,shot,unarmed,36.0,M,B,TX,False,other,Not fleeing,False
1080,4/2/2016,shot,gun,47.0,M,W,MO,False,attack,Foot,False
1081,4/2/2016,shot,toy weapon,54.0,M,W,OH,False,attack,Not fleeing,False
1082,4/2/2016,shot,gun,43.0,M,H,TX,False,attack,Not fleeing,False
1083,5/2/2016,shot,vehicle,38.0,M,O,HI,False,other,Car,False
1084,5/2/2016,shot,gun,30.0,M,W,FL,False,other,Car,False
1085,5/2/2016,shot,gun,51.0,M,W,NC,False,attack,Foot,False
1086,5/2/2016,shot,gun,55.0,M,W,OR,False,attack,Not fleeing,True
1087,6/2/2016,shot,gun,16.0,M,H,CA,False,attack,Car,True
1088,7/2/2016,shot,gun,23.0,M,B,OH,False,other,Other,False
1089,7/2/2016,shot,gun,36.0,M,W,AR,False,other,Not fleeing,False
1091,8/2/2016,shot,gun,33.0,M,B,PA,False,attack,Car,False
1092,8/2/2016,shot,unarmed,17.0,M,B,TX,False,other,Not fleeing,False
1093,8/2/2016,shot,vehicle,22.0,M,B,LA,False,other,Car,False
1094,9/2/2016,shot,unarmed,22.0,M,H,CA,False,undetermined,Not fleeing,True
1095,9/2/2016,shot,gun,29.0,M,O,HI,False,attack,Not fleeing,False
1096,10/2/2016,shot,gun,41.0,M,W,KY,False,attack,Not fleeing,False
1097,10/2/2016,shot,gun,67.0,M,W,MD,False,attack,Not fleeing,False
1098,10/2/2016,shot,gun,36.0,M,N,AK,False,attack,Not fleeing,False
1099,10/2/2016,shot,knife,52.0,M,W,MN,True,attack,Not fleeing,True
1100,10/2/2016,shot,gun,56.0,M,O,TX,True,attack,Not fleeing,False
1101,11/2/2016,shot,knife,35.0,M,W,NC,True,other,Not fleeing,False
1102,11/2/2016,shot,ax,45.0,M,W,CA,False,other,Not fleeing,False
1103,11/2/2016,shot,machete,30.0,M,B,OH,False,attack,Car,False
1104,12/2/2016,shot,gun,29.0,M,B,MA,True,attack,Not fleeing,False
1105,12/2/2016,shot,gun,53.0,M,W,TX,False,other,Not fleeing,False
1106,12/2/2016,shot,gun,32.0,F,B,NY,True,other,Not fleeing,False
1107,13/02/16,shot,gun,22.0,M,B,LA,True,attack,Car,True
1108,13/02/16,shot and Tasered,gun,29.0,M,B,IA,False,attack,Not fleeing,True
1109,13/02/16,shot,unarmed,24.0,M,B,TX,False,other,Other,False
1110,13/02/16,shot,unarmed,19.0,M,B,VA,False,attack,Not fleeing,False
1111,14/02/16,shot,knife,26.0,M,W,CA,False,other,Not fleeing,False
1112,14/02/16,shot,knife,50.0,M,W,FL,True,other,Not fleeing,False
1113,14/02/16,shot,gun,29.0,M,H,CA,False,other,Not fleeing,False
1114,15/02/16,shot,gun,52.0,M,H,NM,False,attack,Not fleeing,False
1115,15/02/16,shot,undetermined,39.0,M,W,CA,False,undetermined,Not fleeing,False
1116,16/02/16,shot,knife,51.0,M,W,CT,True,other,Not fleeing,False
1117,16/02/16,shot,vehicle,48.0,M,W,MO,False,attack,Car,False
1118,16/02/16,shot,gun,30.0,M,W,AR,False,other,Foot,False
1119,17/02/16,shot,toy weapon,37.0,M,B,OH,False,other,Other,False
1120,18/02/16,shot and Tasered,undetermined,25.0,M,W,GA,False,other,Not fleeing,False
1121,18/02/16,shot,undetermined,30.0,M,H,CA,False,undetermined,Not fleeing,False
1122,18/02/16,shot,undetermined,35.0,M,H,CA,False,undetermined,Not fleeing,False
1123,18/02/16,shot,gun,32.0,M,H,TX,False,attack,Not fleeing,False
1124,19/02/16,shot,knife,35.0,M,W,UT,True,attack,Not fleeing,False
1125,19/02/16,shot,gun,31.0,M,W,TN,False,attack,Not fleeing,False
1126,20/02/16,shot,gun,30.0,M,H,CA,False,attack,Car,True
1127,20/02/16,shot,gun,23.0,M,H,NM,False,attack,Foot,False
1128,20/02/16,shot,gun,41.0,M,B,WA,False,attack,Car,False
1129,20/02/16,shot,gun,45.0,M,W,MS,True,attack,Not fleeing,False
1130,21/02/16,shot,undetermined,46.0,M,B,WA,False,other,Not fleeing,False
1131,21/02/16,shot,gun,36.0,F,N,AZ,True,attack,Foot,False
1132,21/02/16,shot,gun,31.0,F,B,CA,False,other,Not fleeing,False
1133,21/02/16,shot,undetermined,32.0,M,B,CA,False,other,Not fleeing,False
1134,21/02/16,shot,gun,38.0,F,N,AK,False,attack,Not fleeing,False
1135,22/02/16,shot,gun,33.0,M,H,CO,False,attack,Other,False
1136,22/02/16,shot,knife,45.0,M,W,CA,False,attack,Not fleeing,False
1137,22/02/16,shot,vehicle,38.0,M,W,TX,True,other,Car,False
1138,22/02/16,shot,toy weapon,22.0,M,W,OH,False,other,Not fleeing,False
1139,23/02/16,shot,vehicle,48.0,M,B,LA,True,attack,Not fleeing,False
1140,23/02/16,shot,gun,36.0,M,H,CA,False,other,Other,False
1141,23/02/16,shot and Tasered,machete,39.0,M,H,TX,True,attack,Not fleeing,False
1142,23/02/16,shot,gun,26.0,M,W,AZ,True,attack,Not fleeing,False
1143,24/02/16,shot,knife,16.0,M,W,MO,True,other,Not fleeing,False
1144,24/02/16,shot,gun,58.0,M,W,CO,True,attack,Not fleeing,False
1145,24/02/16,shot,vehicle,27.0,M,H,AZ,False,other,Car,False
1146,24/02/16,shot,vehicle,26.0,M,H,CA,False,attack,Not fleeing,False
1147,24/02/16,shot,unarmed,21.0,M,B,WI,False,undetermined,Car,False
1148,25/02/16,shot,gun,37.0,M,W,CO,False,attack,Foot,True
1149,25/02/16,shot,pole,56.0,M,B,AL,False,undetermined,Not fleeing,True
1150,25/02/16,shot,gun,19.0,M,W,NV,False,attack,Not fleeing,True
1151,25/02/16,shot,gun,38.0,M,B,KS,True,attack,Not fleeing,False
1152,26/02/16,shot,toy weapon,18.0,M,B,VA,True,other,Not fleeing,False
1153,26/02/16,shot,unarmed,35.0,M,W,SD,False,attack,Not fleeing,False
1154,27/02/16,shot,gun,23.0,M,H,TX,False,attack,Car,True
1155,28/02/16,shot,gun,41.0,M,W,AL,False,attack,Not fleeing,False
1156,28/02/16,shot,gun,44.0,M,W,SD,True,attack,Not fleeing,False
1157,29/02/16,shot,gun,24.0,M,B,NC,False,attack,Foot,False
1158,1/3/2016,shot,gun,39.0,M,H,FL,True,attack,Not fleeing,False
1159,1/3/2016,shot,gun,22.0,M,H,TX,True,attack,Not fleeing,False
1160,1/3/2016,shot,gun,37.0,M,W,MS,False,attack,Not fleeing,False
1161,2/3/2016,shot,unarmed,36.0,M,W,MD,True,other,Not fleeing,False
1162,2/3/2016,shot and Tasered,knife,41.0,M,W,PA,False,other,Not fleeing,False
1163,3/3/2016,shot,knife,27.0,M,H,AZ,False,other,Car,False
1165,4/3/2016,shot,unarmed,30.0,M,W,KY,False,undetermined,Not fleeing,False
1166,5/3/2016,shot,gun,34.0,M,W,NY,True,attack,Not fleeing,False
1167,5/3/2016,shot,gun,22.0,M,W,TX,True,other,Not fleeing,False
1168,6/3/2016,shot,gun,51.0,M,W,TX,True,attack,Not fleeing,False
1169,6/3/2016,shot,unarmed,42.0,M,W,ND,False,undetermined,Foot,False
1170,6/3/2016,shot,gun,41.0,M,H,CA,False,attack,Other,False
1171,7/3/2016,shot,gun,49.0,M,W,NY,True,attack,Not fleeing,False
1172,7/3/2016,shot,knife,45.0,M,W,CA,False,other,Not fleeing,False
1173,7/3/2016,shot,undetermined,45.0,M,W,KS,False,undetermined,Not fleeing,False
1174,7/3/2016,shot,gun,42.0,M,W,MT,False,attack,Not fleeing,False
1175,7/3/2016,shot,vehicle,41.0,M,H,NM,False,other,Car,False
1176,8/3/2016,shot,toy weapon,27.0,M,W,FL,True,attack,Not fleeing,False
1177,10/3/2016,shot,toy weapon,37.0,M,W,MS,False,other,Not fleeing,False
1178,10/3/2016,shot,toy weapon,22.0,M,B,NV,True,attack,Foot,False
1179,10/3/2016,shot,gun,21.0,M,H,CA,False,other,Foot,False
1180,10/3/2016,shot,gun,50.0,M,W,TX,True,attack,Not fleeing,False
1181,10/3/2016,shot,vehicle,23.0,M,H,CO,False,attack,Car,False
1182,11/3/2016,shot,gun,25.0,M,B,VA,False,attack,Not fleeing,True
1183,11/3/2016,shot,gun,51.0,M,W,KS,True,attack,Not fleeing,True
1184,11/3/2016,shot,knife,46.0,M,W,IL,True,other,Not fleeing,False
1185,11/3/2016,shot,gun,23.0,M,H,CA,False,attack,Foot,False
1186,12/3/2016,shot and Tasered,unarmed,37.0,M,B,TX,False,other,Foot,False
1187,12/3/2016,shot and Tasered,Taser,20.0,M,B,TX,False,attack,Not fleeing,False
1188,12/3/2016,shot,gun,43.0,M,W,NC,True,attack,Not fleeing,True
1189,13/03/16,shot,vehicle,45.0,M,W,CA,True,attack,Car,False
1190,13/03/16,shot,unarmed,16.0,M,H,TX,False,undetermined,Car,False
1191,13/03/16,shot,unarmed,30.0,M,W,TN,False,other,Car,True
1192,13/03/16,shot,gun,26.0,M,W,AL,False,attack,Car,False
1193,13/03/16,shot,gun,24.0,M,B,PA,False,attack,Not fleeing,False
1194,13/03/16,shot,hammer,38.0,F,W,WA,False,attack,Not fleeing,False
1195,13/03/16,shot,gun,28.0,M,B,MD,False,other,Not fleeing,False
1196,14/03/16,shot,gun,29.0,M,B,IL,False,attack,Foot,False
1197,15/03/16,shot,gun,34.0,M,W,KY,False,other,Foot,False
1198,15/03/16,shot,knife,38.0,M,W,IN,False,other,Car,True
1199,15/03/16,shot,gun,43.0,M,W,TX,False,other,Other,True
1200,16/03/16,shot,unarmed,23.0,M,H,CA,True,other,Not fleeing,False
1201,16/03/16,shot,gun,33.0,M,H,TX,True,attack,Not fleeing,False
1202,16/03/16,shot,gun,40.0,M,W,NC,True,attack,Not fleeing,False
1203,17/03/16,shot,gun,38.0,M,A,MN,True,other,Not fleeing,True
1204,17/03/16,shot,gun,53.0,M,A,FL,False,attack,Not fleeing,False
1206,17/03/16,shot,gun,30.0,M,B,TX,False,attack,Not fleeing,False
1208,18/03/16,shot,gun,60.0,M,W,ID,False,other,Not fleeing,False
1209,19/03/16,shot,toy weapon,25.0,F,B,VA,False,attack,Not fleeing,False
1210,19/03/16,shot,undetermined,24.0,M,W,LA,False,undetermined,Car,False
1211,19/03/16,shot,gun,21.0,M,B,IL,False,attack,Foot,False
1212,19/03/16,shot,gun,23.0,M,W,KY,False,attack,Other,False
1213,20/03/16,shot,knife,61.0,M,W,VA,True,other,Not fleeing,True
1214,20/03/16,shot,gun,54.0,M,W,PA,False,attack,Other,False
1215,20/03/16,shot,gun,62.0,M,H,IN,False,attack,Foot,False
1216,20/03/16,shot,toy weapon,16.0,M,B,FL,True,other,Not fleeing,False
1217,21/03/16,shot and Tasered,knife,76.0,M,W,VT,True,other,Not fleeing,True
1218,21/03/16,shot,toy weapon,25.0,M,W,CT,True,attack,Not fleeing,False
1219,21/03/16,shot,gun,28.0,M,W,PA,True,attack,Car,False
1220,22/03/16,shot,pick-axe,25.0,M,H,FL,True,other,Not fleeing,False
1221,22/03/16,shot,vehicle,33.0,M,W,VA,False,attack,Other,True
1222,23/03/16,shot,gun,51.0,M,W,CO,False,attack,Not fleeing,False
1223,23/03/16,shot,gun,34.0,M,H,CA,False,attack,Foot,True
1224,23/03/16,shot,gun,30.0,M,B,TN,True,attack,Not fleeing,False
1225,24/03/16,shot,knife,44.0,M,W,MA,False,other,Foot,False
1226,24/03/16,shot,toy weapon,24.0,M,B,RI,False,attack,Foot,False
1227,24/03/16,shot,gun,29.0,M,W,CA,False,attack,Not fleeing,False
1228,24/03/16,shot,gun and knife,48.0,M,H,CO,False,other,Not fleeing,True
1229,24/03/16,shot,gun,19.0,M,H,NM,False,attack,Not fleeing,True
1230,24/03/16,shot,gun,22.0,M,B,MO,False,attack,Not fleeing,False
1231,26/03/16,shot,meat cleaver,39.0,M,H,MA,True,other,Not fleeing,False
1232,26/03/16,shot,gun,36.0,M,W,VA,True,other,Not fleeing,False
1233,26/03/16,shot,gun,55.0,M,W,SC,False,attack,Not fleeing,True
1234,26/03/16,shot,gun,46.0,M,W,FL,True,attack,Not fleeing,False
1235,27/03/16,shot,knife,34.0,M,W,MO,True,other,Not fleeing,False
1236,27/03/16,shot,scissors,27.0,F,N,AZ,False,other,Not fleeing,True
1237,27/03/16,shot,gun,33.0,M,W,NM,True,attack,Not fleeing,True
1238,27/03/16,shot,gun,18.0,M,B,NC,False,other,Not fleeing,False
1239,27/03/16,shot,gun,33.0,M,W,TX,True,attack,Not fleeing,False
1240,29/03/16,shot and Tasered,flashlight,46.0,M,W,CA,False,attack,Not fleeing,True
1241,29/03/16,shot,gun,51.0,M,W,SC,True,attack,Not fleeing,False
1242,29/03/16,shot,gun,50.0,F,W,MN,True,attack,Not fleeing,False
1243,30/03/16,shot,gun,33.0,M,W,CA,False,attack,Foot,False
1244,30/03/16,shot,gun,25.0,M,H,AZ,False,undetermined,Not fleeing,False
1245,30/03/16,shot,gun,52.0,M,W,GA,False,attack,Not fleeing,False
1246,31/03/16,shot,gun,31.0,M,B,NV,False,attack,Foot,True
1247,31/03/16,shot,gun,18.0,M,B,MD,False,attack,Not fleeing,False
1248,31/03/16,shot,gun,43.0,M,B,MD,False,attack,Not fleeing,False
1249,31/03/16,shot,gun,34.0,M,B,VA,False,attack,Not fleeing,False
1250,1/4/2016,shot,shovel,65.0,M,H,TX,True,undetermined,Not fleeing,False
1251,1/4/2016,shot,gun,37.0,M,H,TX,False,attack,Not fleeing,False
1252,2/4/2016,shot,gun,30.0,M,B,IN,False,attack,Not fleeing,False
1254,3/4/2016,shot,unknown weapon,36.0,F,W,AL,True,other,Not fleeing,True
