,Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
510,12/7/2015,shot,gun,60.0,M,W,TX,False,attack,Foot,False
511,12/7/2015,shot,gun,24.0,M,W,IL,False,attack,Not fleeing,False
512,12/7/2015,shot,gun,27.0,M,W,WY,False,attack,Not fleeing,False
513,13/07/15,shot,gun,20.0,M,B,GA,False,attack,Not fleeing,False
514,13/07/15,shot,gun,24.0,M,W,CA,False,attack,Car,False
515,13/07/15,shot,vehicle,23.0,M,H,MA,False,attack,Not fleeing,False
516,13/07/15,shot and Tasered,box cutter,41.0,M,W,CA,False,other,Not fleeing,False
517,14/07/15,shot,gun,20.0,M,B,FL,False,attack,Not fleeing,False
519,15/07/15,shot and Tasered,metal pipe,43.0,M,W,MI,True,other,Not fleeing,False
520,16/07/15,shot and Tasered,metal hand tool,25.0,M,B,CA,True,other,Not fleeing,False
521,16/07/15,shot,sword,29.0,M,H,WI,True,other,Not fleeing,False
522,16/07/15,shot,gun,35.0,M,B,FL,False,attack,Not fleeing,False
523,16/07/15,shot,gun,30.0,M,W,KS,False,attack,Other,False
524,16/07/15,shot,gun,24.0,M,O,TN,True,attack,Not fleeing,False
525,16/07/15,shot,gun,23.0,M,N,WY,False,attack,Not fleeing,False
526,16/07/15,shot,gun,29.0,M,W,AL,False,attack,Foot,False
527,17/07/15,shot,knife,27.0,M,W,WA,False,other,Foot,False
528,17/07/15,shot and Tasered,unarmed,23.0,M,B,FL,False,attack,Foot,False
529,17/07/15,shot,gun,50.0,M,W,CA,True,attack,Not fleeing,False
530,17/07/15,shot,unarmed,19.0,M,B,TN,False,attack,Foot,False
531,17/07/15,shot,undetermined,24.0,M,H,TX,False,other,Other,False
532,18/07/15,shot,knife,22.0,M,W,CO,True,attack,Not fleeing,False
533,18/07/15,shot,gun,46.0,M,W,AZ,False,attack,Not fleeing,False
534,18/07/15,shot,gun,65.0,M,W,KS,False,attack,Not fleeing,False
535,19/07/15,shot,unarmed,43.0,M,B,OH,False,other,Car,True
536,20/07/15,shot,gun,35.0,M,W,TX,False,attack,Other,False
538,21/07/15,shot,unarmed,47.0,M,W,GA,False,other,Not fleeing,False
539,21/07/15,shot,gun,24.0,M,W,FL,False,other,Car,False
540,21/07/15,shot,gun,35.0,M,W,GA,False,attack,Not fleeing,False
541,22/07/15,shot,gun,25.0,M,H,WI,False,attack,Not fleeing,False
542,22/07/15,shot and Tasered,knife,26.0,M,B,OK,False,other,Other,False
543,22/07/15,shot,gun,27.0,M,B,PA,False,attack,Not fleeing,False
544,23/07/15,shot,gun,34.0,M,B,OH,False,attack,Not fleeing,False
545,23/07/15,shot and Tasered,unarmed,31.0,M,W,MN,True,attack,Not fleeing,False
546,23/07/15,shot,gun,32.0,M,W,SC,False,attack,Not fleeing,False
547,23/07/15,shot,toy weapon,47.0,M,W,WY,False,attack,Not fleeing,False
548,23/07/15,shot,gun,44.0,F,W,CA,True,attack,Not fleeing,False
549,24/07/15,shot,gun,44.0,M,W,CA,False,attack,Not fleeing,False
550,24/07/15,shot and Tasered,knife,30.0,M,W,NC,False,other,Not fleeing,False
551,25/07/15,shot,blunt object,60.0,M,W,LA,True,attack,Car,False
552,25/07/15,shot,gun,50.0,M,W,GA,True,attack,Not fleeing,False
553,25/07/15,shot,toy weapon,36.0,M,B,NV,False,attack,Not fleeing,False
554,25/07/15,shot,gun,59.0,M,B,FL,False,attack,Not fleeing,False
555,26/07/15,shot,gun,33.0,M,B,LA,False,attack,Not fleeing,False
556,26/07/15,shot,vehicle,19.0,M,W,SC,False,other,Other,False
557,27/07/15,shot,knife,56.0,M,W,SC,False,attack,Not fleeing,False
558,27/07/15,shot,toy weapon,45.0,M,W,LA,True,attack,Car,False
559,27/07/15,shot and Tasered,knife,22.0,M,W,CO,False,other,Not fleeing,False
561,29/07/15,shot,gun,34.0,M,H,NM,False,undetermined,Foot,False
562,29/07/15,shot,gun,53.0,M,W,UT,True,attack,Not fleeing,False
563,30/07/15,shot,gun,48.0,M,W,NV,False,attack,Not fleeing,False
564,30/07/15,shot,gun,25.0,M,W,CA,False,attack,Car,False
565,30/07/15,shot,gun,30.0,M,H,TX,False,attack,Not fleeing,False
566,30/07/15,shot and Tasered,metal stick,47.0,M,H,CA,False,attack,Not fleeing,False
567,31/07/15,shot,gun,33.0,M,H,NM,False,attack,Not fleeing,True
568,31/07/15,shot,gun,34.0,M,W,NM,False,attack,Not fleeing,False
570,1/8/2015,shot,gun,29.0,M,H,AZ,False,attack,Not fleeing,False
571,2/8/2015,shot,vehicle,63.0,M,W,TX,True,other,Not fleeing,False
572,3/8/2015,shot,gun,49.0,M,B,CA,False,attack,Not fleeing,False
573,3/8/2015,shot,gun,18.0,M,W,PA,False,attack,Foot,False
574,3/8/2015,shot,gun,71.0,M,W,VA,False,attack,Not fleeing,False
575,3/8/2015,shot,toy weapon,35.0,M,W,IN,True,attack,Not fleeing,False
576,4/8/2015,shot,undetermined,55.0,M,H,CA,True,other,Not fleeing,False
577,4/8/2015,shot,gun,31.0,M,B,IL,True,undetermined,Not fleeing,True
578,5/8/2015,shot,knife,18.0,M,W,KY,False,attack,Not fleeing,False
579,5/8/2015,shot,knife,51.0,M,W,WI,True,other,Not fleeing,False
580,5/8/2015,shot,gun,39.0,M,B,HI,False,attack,Not fleeing,False
581,5/8/2015,shot,gun,20.0,M,B,VA,False,attack,Foot,False
582,5/8/2015,shot,hatchet,29.0,M,W,TN,True,attack,Not fleeing,False
583,5/8/2015,shot,gun,40.0,M,W,WA,False,attack,Not fleeing,False
584,6/8/2015,shot,knife,42.0,M,H,KY,False,attack,Not fleeing,False
585,6/8/2015,shot,gun,22.0,M,B,TX,False,attack,Car,False
586,7/8/2015,shot,unarmed,19.0,M,B,TX,False,other,Not fleeing,False
587,7/8/2015,shot,sharp object,24.0,M,H,NV,True,other,Not fleeing,True
588,7/8/2015,shot,toy weapon,30.0,M,W,CA,True,attack,Not fleeing,False
589,7/8/2015,shot,vehicle,53.0,M,W,MT,False,other,Car,False
590,7/8/2015,shot,gun,25.0,M,B,NC,False,attack,Not fleeing,False
591,7/8/2015,shot,knife,28.0,M,B,CA,False,attack,Not fleeing,False
593,8/8/2015,shot,gun,24.0,M,B,SC,False,attack,Car,False
594,8/8/2015,shot,gun,59.0,M,W,NC,False,attack,Not fleeing,False
595,8/8/2015,shot,gun,46.0,M,W,WA,False,attack,Not fleeing,False
596,9/8/2015,shot,vehicle,15.0,M,B,IN,False,attack,Not fleeing,False
597,9/8/2015,shot,gun,41.0,M,W,OK,True,attack,Not fleeing,False
599,9/8/2015,shot,meat cleaver,22.0,M,H,CA,False,attack,Foot,False
600,10/8/2015,shot,vehicle,24.0,M,W,AZ,False,other,Not fleeing,False
601,11/8/2015,shot,gun,34.0,M,W,ID,False,attack,Not fleeing,False
602,11/8/2015,shot and Tasered,knife,48.0,M,W,TX,False,other,Not fleeing,False
603,12/8/2015,shot,gun,24.0,M,W,TX,False,attack,Not fleeing,False
604,12/8/2015,shot,gun,27.0,M,B,CA,False,attack,Car,True
605,12/8/2015,shot and Tasered,knife,30.0,F,B,CA,False,other,Not fleeing,False
606,12/8/2015,shot,gun,27.0,M,H,CA,False,attack,Car,False
607,12/8/2015,shot,gun,27.0,M,B,OH,False,attack,Car,False
608,12/8/2015,shot,gun,49.0,M,W,NM,False,undetermined,Car,False
609,14/08/15,shot,gun,38.0,M,B,NY,False,attack,Not fleeing,False
610,14/08/15,shot,gun,26.0,M,H,TX,False,attack,Not fleeing,False
611,14/08/15,shot,unarmed,30.0,M,B,MD,True,attack,Foot,False
612,14/08/15,shot and Tasered,box cutter,53.0,M,W,CT,False,attack,Car,False
613,15/08/15,shot and Tasered,unarmed,43.0,M,W,IN,False,attack,Not fleeing,False
614,15/08/15,shot,gun,23.0,M,B,CA,False,attack,Not fleeing,False
616,15/08/15,shot,gun,30.0,M,W,NV,False,attack,Not fleeing,False
617,16/08/15,shot,gun,29.0,M,H,CA,False,other,Not fleeing,False
618,16/08/15,shot,gun,47.0,M,W,TX,False,attack,Not fleeing,False
619,17/08/15,shot,gun,35.0,M,B,TX,False,attack,Not fleeing,False
620,17/08/15,shot,unarmed,40.0,M,H,CA,False,other,Foot,False
621,19/08/15,shot,gun,18.0,M,B,MO,False,attack,Foot,False
622,19/08/15,shot,gun,24.0,M,B,MI,False,attack,Car,False
623,19/08/15,shot,gun,29.0,M,W,WA,True,attack,Foot,False
624,19/08/15,shot,gun,44.0,M,W,NC,True,attack,Not fleeing,False
625,20/08/15,shot,gun,19.0,M,W,OH,True,attack,Not fleeing,False
626,20/08/15,shot and Tasered,unarmed,50.0,M,W,AL,True,attack,Not fleeing,False
627,20/08/15,shot,gun,17.0,M,H,CA,True,attack,Not fleeing,False
628,21/08/15,shot,gun,57.0,M,W,WA,True,attack,Not fleeing,False
629,21/08/15,shot,vehicle,30.0,M,W,MD,False,attack,Car,False
630,21/08/15,shot,knife,38.0,M,W,NC,False,other,Not fleeing,False
631,22/08/15,shot,gun,31.0,M,W,MN,False,attack,Not fleeing,False
632,22/08/15,shot and Tasered,gun,39.0,M,B,NY,False,attack,Foot,False
633,22/08/15,shot,carjack,29.0,M,W,CA,False,undetermined,Not fleeing,False
634,22/08/15,shot,vehicle,26.0,M,W,KS,False,attack,Car,False
635,22/08/15,shot,knife,64.0,M,W,VA,False,other,Not fleeing,False
636,23/08/15,shot,gun,36.0,M,W,FL,True,attack,Not fleeing,False
637,23/08/15,shot,gun,36.0,M,W,AL,False,attack,Car,False
638,23/08/15,shot,toy weapon,21.0,M,W,NJ,False,attack,Not fleeing,False
639,23/08/15,shot,gun,53.0,M,B,NC,False,attack,Not fleeing,False
640,23/08/15,shot,gun,57.0,M,W,NV,False,attack,Not fleeing,False
641,25/08/15,shot,gun,30.0,M,H,NM,False,attack,Foot,False
642,25/08/15,shot,knife,34.0,M,B,PA,False,attack,Not fleeing,False
643,25/08/15,shot,gun,53.0,M,W,FL,False,attack,Not fleeing,False
644,25/08/15,shot,gun,45.0,M,W,AZ,False,attack,Not fleeing,False
645,25/08/15,shot,gun,22.0,M,H,FL,False,attack,Not fleeing,False
646,26/08/15,shot,toy weapon,22.0,M,W,TN,True,attack,Not fleeing,False
647,26/08/15,shot,gun,46.0,M,W,TN,False,attack,Car,False
648,26/08/15,shot,gun,27.0,M,W,UT,True,attack,Not fleeing,False
649,27/08/15,shot and Tasered,box cutter,42.0,M,B,TX,False,attack,Not fleeing,False
650,27/08/15,shot,chain,30.0,M,B,CA,False,attack,Not fleeing,True
651,27/08/15,shot,box cutter,54.0,M,W,CA,False,other,Not fleeing,True
652,27/08/15,shot,contractor's level,29.0,M,H,CA,False,attack,Not fleeing,False
653,28/08/15,shot,undetermined,41.0,M,H,TX,True,undetermined,Not fleeing,False
654,28/08/15,shot,gun,28.0,M,W,UT,True,attack,Not fleeing,True
655,28/08/15,shot,unarmed,61.0,M,B,NY,False,other,Not fleeing,False
656,28/08/15,shot,gun,23.0,M,W,TX,False,attack,Not fleeing,False
657,29/08/15,shot,gun,25.0,M,B,NV,False,attack,Foot,False
659,29/08/15,shot,unarmed,29.0,M,H,IL,False,undetermined,Car,False
660,30/08/15,shot,gun,20.0,M,W,OK,False,attack,Not fleeing,False
661,30/08/15,shot,gun,40.0,M,H,AZ,False,attack,Not fleeing,False
662,31/08/15,shot,knife,45.0,M,W,CO,False,attack,Foot,False
663,1/9/2015,shot,guns and explosives,33.0,M,B,WV,False,attack,Foot,False
664,1/9/2015,shot,gun,76.0,M,W,OH,False,attack,Not fleeing,False
665,1/9/2015,shot,gun,47.0,M,W,NM,False,attack,Not fleeing,False
666,2/9/2015,shot,gun,45.0,M,W,AZ,True,attack,Not fleeing,True
667,3/9/2015,shot,unarmed,40.0,M,H,CA,True,attack,Not fleeing,True
668,4/9/2015,shot,gun,37.0,M,W,SD,True,attack,Not fleeing,False
669,4/9/2015,shot and Tasered,metal pipe,49.0,M,H,IN,False,attack,Not fleeing,False
670,4/9/2015,shot,gun,27.0,M,W,CA,False,attack,Car,False
671,4/9/2015,shot,gun,36.0,M,W,TX,False,attack,Not fleeing,False
672,4/9/2015,shot,knife,23.0,M,W,NH,True,other,Not fleeing,False
673,5/9/2015,shot,toy weapon,21.0,M,B,NC,True,attack,Not fleeing,False
674,5/9/2015,shot,metal pipe,32.0,M,H,CA,True,other,Not fleeing,True
675,5/9/2015,shot,gun,35.0,M,B,VA,False,attack,Not fleeing,False
676,5/9/2015,shot,unarmed,28.0,F,B,VA,False,undetermined,Not fleeing,False
677,6/9/2015,shot,gun,59.0,M,H,FL,False,attack,Car,False
678,6/9/2015,shot,gun,28.0,M,B,LA,True,attack,Car,False
679,6/9/2015,shot,gun,45.0,M,W,NM,False,attack,Not fleeing,False
680,7/9/2015,shot,metal pipe,45.0,M,H,CA,False,other,Foot,True
681,8/9/2015,shot,gun,19.0,M,N,AK,False,attack,Not fleeing,False
682,9/9/2015,shot,gun,25.0,M,W,WI,False,attack,Not fleeing,False
683,9/9/2015,shot,guns and explosives,37.0,M,B,MO,True,other,Not fleeing,False
684,9/9/2015,shot,gun,33.0,M,N,AK,False,attack,Car,False
685,9/9/2015,shot,knife,59.0,M,A,CA,False,attack,Not fleeing,False
686,10/9/2015,shot,knife,31.0,M,A,NY,False,attack,Not fleeing,False
688,10/9/2015,shot,gun,29.0,M,B,IN,False,attack,Not fleeing,False
689,10/9/2015,shot,gun,32.0,M,W,CA,False,attack,Foot,False
690,10/9/2015,shot,gun,41.0,M,H,CA,False,attack,Car,False
691,11/9/2015,shot,gun,31.0,M,W,PA,False,attack,Not fleeing,False
692,11/9/2015,shot,gun,44.0,M,W,CO,False,attack,Car,False
693,12/9/2015,shot,undetermined,23.0,M,W,AL,False,undetermined,Other,False
694,12/9/2015,shot,gun,45.0,M,W,TN,False,attack,Not fleeing,False
695,13/09/15,shot,gun,39.0,M,W,IA,True,attack,Not fleeing,False
696,13/09/15,shot,gun,67.0,M,B,OK,True,attack,Not fleeing,False
697,13/09/15,shot,gun,29.0,M,W,TX,False,attack,Car,False
698,14/09/15,shot,gun,25.0,M,B,KY,False,attack,Car,False
699,14/09/15,shot,unarmed,28.0,M,W,CA,True,attack,Not fleeing,False
700,15/09/15,shot,unknown weapon,21.0,M,B,LA,False,attack,Not fleeing,False
701,15/09/15,shot,gun,32.0,M,H,CA,False,attack,Not fleeing,True
702,15/09/15,shot,gun,51.0,M,H,FL,True,undetermined,Car,False
703,15/09/15,shot,gun,39.0,M,H,CA,False,attack,Not fleeing,False
704,15/09/15,shot,gun,27.0,M,B,LA,False,other,Not fleeing,False
705,16/09/15,shot,gun,31.0,M,W,SD,True,attack,Foot,False
706,17/09/15,shot,gun,50.0,M,W,MI,False,attack,Not fleeing,False
708,18/09/15,shot,vehicle,32.0,M,W,CA,False,undetermined,Car,False
709,18/09/15,shot,undetermined,47.0,M,W,TN,False,undetermined,Not fleeing,False
710,19/09/15,shot,gun,46.0,M,W,LA,False,attack,Car,False
711,19/09/15,shot,gun,57.0,M,W,AL,True,attack,Not fleeing,True
712,20/09/15,shot,gun,23.0,M,W,VA,False,attack,Not fleeing,True
713,20/09/15,shot,gun,56.0,M,W,IN,False,attack,Not fleeing,False
714,21/09/15,shot,gun,24.0,M,H,TX,True,attack,Not fleeing,False
715,21/09/15,shot,gun,27.0,M,W,CA,False,attack,Not fleeing,False
716,21/09/15,shot,gun,23.0,F,W,CA,False,attack,Not fleeing,False
717,21/09/15,shot and Tasered,unarmed,21.0,M,W,TX,False,attack,Not fleeing,False
718,21/09/15,shot,gun,26.0,M,W,FL,False,attack,Not fleeing,False
719,21/09/15,shot,stapler,34.0,M,H,FL,False,other,Foot,False
720,22/09/15,shot,gun,32.0,M,B,CA,False,attack,Car,False
721,22/09/15,shot,gun,33.0,M,W,FL,True,attack,Not fleeing,False
722,22/09/15,shot,gun,55.0,M,W,CA,True,attack,Not fleeing,False
724,23/09/15,shot,knife,48.0,M,O,UT,False,attack,Not fleeing,False
725,23/09/15,shot,gun,35.0,M,W,TX,False,attack,Not fleeing,False
726,23/09/15,shot,unarmed,19.0,M,B,MD,False,other,Foot,False
727,23/09/15,shot,gun,45.0,M,W,VA,False,attack,Not fleeing,False
728,23/09/15,shot,gun,28.0,M,B,DE,True,undetermined,Not fleeing,False
729,24/09/15,shot,knife,42.0,M,H,FL,False,attack,Not fleeing,False
730,24/09/15,shot,gun,17.0,M,W,CO,False,attack,Not fleeing,False
731,24/09/15,shot,screwdriver,30.0,M,O,MN,True,other,Not fleeing,False
732,25/09/15,shot,unarmed,21.0,M,W,OH,False,undetermined,Other,False
733,25/09/15,shot and Tasered,box cutter,33.0,M,B,IL,False,other,Not fleeing,False
734,25/09/15,shot,gun,45.0,M,W,AZ,False,attack,Not fleeing,False
735,26/09/15,shot,knife,46.0,M,B,LA,False,attack,Not fleeing,False
736,26/09/15,shot,gun,23.0,M,H,NM,False,attack,Not fleeing,False
737,27/09/15,shot,knife,37.0,F,H,CA,True,other,Not fleeing,True
738,27/09/15,shot,gun,43.0,M,W,GA,False,attack,Not fleeing,False
739,27/09/15,shot,gun,40.0,M,H,TX,False,attack,Not fleeing,False
740,28/09/15,shot and Tasered,unarmed,31.0,M,B,FL,False,attack,Foot,False
741,28/09/15,shot,toy weapon,59.0,M,H,CA,False,attack,Not fleeing,True
742,29/09/15,shot,blunt object,46.0,M,N,SD,False,attack,Not fleeing,False
743,29/09/15,shot,unarmed,37.0,M,W,MN,False,attack,Not fleeing,False
744,30/09/15,shot,gun,28.0,M,B,WV,False,attack,Car,False
745,2/10/2015,shot,gun,28.0,M,H,AZ,False,attack,Car,False
746,2/10/2015,shot and Tasered,knife,26.0,M,H,CA,False,attack,Not fleeing,False
747,2/10/2015,shot,knife,55.0,F,W,OR,True,other,Not fleeing,False
748,2/10/2015,shot,unarmed,29.0,M,W,TX,False,undetermined,Not fleeing,False
750,4/10/2015,shot,gun,27.0,M,W,AL,True,attack,Foot,False
751,4/10/2015,shot,gun,31.0,M,B,IL,False,attack,Not fleeing,False
752,5/10/2015,shot,gun,51.0,M,W,TX,False,attack,Foot,False
753,5/10/2015,shot,gun,50.0,M,W,NJ,False,attack,Not fleeing,False
754,5/10/2015,shot,unarmed,27.0,M,O,OH,False,other,Not fleeing,False
755,5/10/2015,shot,gun,18.0,M,B,OK,False,attack,Not fleeing,False
757,7/10/2015,shot,machete,46.0,M,H,FL,False,attack,Not fleeing,False
758,9/10/2015,shot,knife,19.0,M,B,MD,False,other,Not fleeing,False
760,10/10/2015,shot,vehicle,49.0,M,W,MA,True,attack,Not fleeing,False
761,10/10/2015,shot,gun,31.0,M,W,CT,False,attack,Not fleeing,False
762,10/10/2015,shot,vehicle,38.0,M,W,CA,True,other,Car,False
763,10/10/2015,shot,crossbow,40.0,M,W,MI,False,attack,Not fleeing,False
764,10/10/2015,shot and Tasered,unknown weapon,35.0,M,H,IL,False,undetermined,Not fleeing,False
765,11/10/2015,shot,undetermined,34.0,M,H,CA,False,undetermined,Other,False
766,11/10/2015,shot,gun,44.0,M,A,LA,False,attack,Not fleeing,False
767,11/10/2015,shot,gun,23.0,M,B,SC,False,attack,Not fleeing,False
768,11/10/2015,shot,machete,43.0,M,H,TX,False,other,Car,False
770,12/10/2015,shot,gun,31.0,M,W,MS,False,attack,Not fleeing,False
771,14/10/15,shot,gun,27.0,M,W,GA,False,attack,Not fleeing,False
772,14/10/15,shot,gun,46.0,F,W,FL,True,attack,Car,False
773,14/10/15,shot,vehicle,18.0,M,H,CA,False,other,Car,False
775,14/10/15,shot,gun,57.0,M,B,AL,False,attack,Not fleeing,False
776,15/10/15,shot,gun,15.0,M,H,FL,False,attack,Car,False
777,15/10/15,shot,gun,25.0,M,B,OH,False,attack,Not fleeing,False
778,15/10/15,shot,gun,50.0,F,W,NV,True,attack,Car,False
779,15/10/15,shot,toy weapon,31.0,M,W,OH,False,attack,Car,False
780,15/10/15,shot,gun,35.0,M,W,WA,False,attack,Foot,False
781,15/10/15,shot,gun,27.0,M,H,CA,False,attack,Not fleeing,False
782,15/10/15,shot,gun,20.0,M,B,TX,False,attack,Not fleeing,False
783,16/10/15,shot,unarmed,27.0,M,H,CA,False,attack,Not fleeing,False
785,16/10/15,shot,undetermined,33.0,M,B,MS,False,undetermined,Foot,False
786,17/10/15,shot,toy weapon,22.0,M,H,CA,False,attack,Not fleeing,False
787,17/10/15,shot and Tasered,knife,28.0,M,B,PA,True,other,Not fleeing,False
788,18/10/15,shot,gun,31.0,M,B,FL,False,undetermined,Not fleeing,False
789,18/10/15,shot,knife,28.0,M,W,CA,True,attack,Not fleeing,False
790,19/10/15,shot,vehicle,53.0,M,B,CA,False,attack,Not fleeing,False
791,20/10/15,shot,toy weapon,30.0,M,W,KY,False,attack,Not fleeing,False
792,20/10/15,shot,toy weapon,39.0,M,B,CA,False,attack,Not fleeing,False
793,20/10/15,shot,gun,40.0,M,H,NM,False,attack,Not fleeing,False
794,20/10/15,shot,knife,30.0,M,W,LA,False,attack,Not fleeing,False
795,20/10/15,shot,gun,21.0,M,W,IA,False,attack,Foot,False
796,21/10/15,shot,knife,35.0,M,H,CA,False,other,Other,False
797,21/10/15,shot,unarmed,21.0,M,H,CA,True,attack,Not fleeing,False
798,21/10/15,shot,gun,47.0,M,W,MI,True,attack,Not fleeing,False
799,22/10/15,shot,knife,38.0,M,B,LA,False,attack,Not fleeing,False
800,22/10/15,shot,gun,36.0,M,B,CA,False,attack,Car,False
801,22/10/15,shot,undetermined,53.0,M,W,KY,False,other,Not fleeing,False
803,24/10/15,shot,gun,34.0,M,H,CA,False,attack,Not fleeing,False
804,24/10/15,shot,gun,34.0,M,B,FL,False,attack,Not fleeing,True
805,24/10/15,shot,undetermined,30.0,M,B,CA,False,undetermined,Not fleeing,False
806,24/10/15,shot,gun,28.0,M,W,OH,True,attack,Not fleeing,False
807,24/10/15,shot,gun,47.0,M,W,WI,False,attack,Not fleeing,False
808,24/10/15,shot,undetermined,49.0,M,W,AK,False,attack,Not fleeing,False
809,25/10/15,shot,gun,36.0,M,W,GA,False,attack,Not fleeing,False
810,26/10/15,shot,vehicle,45.0,M,B,MD,False,other,Not fleeing,False
811,26/10/15,shot,gun,21.0,F,B,DC,False,attack,Not fleeing,False
812,26/10/15,shot,unarmed,18.0,M,O,FL,False,attack,Foot,False
813,27/10/15,shot,gun,25.0,M,B,GA,False,attack,Not fleeing,True
814,28/10/15,shot,unarmed,29.0,M,B,CA,False,attack,Not fleeing,False
815,28/10/15,shot,gun,57.0,M,W,MS,False,attack,Not fleeing,False
816,28/10/15,shot,gun,34.0,M,B,FL,False,attack,Not fleeing,False
817,28/10/15,shot,gun,35.0,M,W,OR,False,attack,Car,False
819,29/10/15,shot,gun,18.0,M,W,TN,False,attack,Not fleeing,False
820,30/10/15,shot,gun,62.0,M,W,KY,False,attack,Other,False
821,30/10/15,shot,gun,29.0,M,H,TX,False,attack,Car,False
822,30/10/15,shot,gun,25.0,M,B,TX,False,other,Foot,False
823,30/10/15,shot and Tasered,knife,30.0,M,W,OK,False,attack,Foot,False
824,31/10/15,shot,gun,33.0,M,W,CO,False,attack,Not fleeing,False
825,31/10/15,shot,unarmed,56.0,M,B,AL,False,other,Car,False
826,1/11/2015,shot,gun,49.0,M,W,MN,False,attack,Not fleeing,False
827,1/11/2015,shot,gun,20.0,M,W,CA,False,attack,Not fleeing,False
828,1/11/2015,shot,gun,62.0,M,W,ID,False,undetermined,Not fleeing,True
829,2/11/2015,shot,gun,62.0,M,B,DC,False,attack,Car,False
830,3/11/2015,shot,unarmed,6.0,M,W,LA,False,other,Car,True
831,4/11/2015,shot,gun,30.0,M,W,MO,False,attack,Foot,False
832,4/11/2015,shot,gun,57.0,M,B,TX,False,attack,Car,False
833,4/11/2015,shot,knife,18.0,M,O,CA,False,attack,Foot,False
834,4/11/2015,shot,unarmed,47.0,M,W,CA,False,other,Foot,True
835,5/11/2015,shot,gun,48.0,M,W,WV,False,attack,Not fleeing,False
836,5/11/2015,shot,gun,20.0,M,W,OK,True,attack,Car,False
837,5/11/2015,shot,hammer,30.0,M,W,MO,False,attack,Not fleeing,False
838,5/11/2015,shot,gun,36.0,F,W,SC,True,attack,Not fleeing,False
839,6/11/2015,shot,gun,51.0,M,W,OR,True,attack,Not fleeing,False
840,6/11/2015,shot,vehicle,55.0,M,W,NV,False,other,Car,False
841,6/11/2015,shot,undetermined,48.0,M,W,NC,False,undetermined,Not fleeing,False
842,9/11/2015,shot,vehicle,20.0,M,B,SC,False,attack,Car,False
843,9/11/2015,shot,gun,25.0,M,H,TX,True,attack,Not fleeing,False
844,9/11/2015,shot,gun,26.0,M,W,WV,False,attack,Not fleeing,False
845,9/11/2015,shot,gun,45.0,M,H,CA,False,attack,Not fleeing,False
846,9/11/2015,shot and Tasered,bean-bag gun,35.0,M,H,CA,False,other,Not fleeing,False
847,10/11/2015,shot,toy weapon,63.0,M,W,CO,True,attack,Not fleeing,False
848,10/11/2015,shot,gun,34.0,M,H,CA,False,attack,Not fleeing,False
849,10/11/2015,shot,vehicle,36.0,M,H,CO,False,other,Car,False
850,10/11/2015,shot,gun,22.0,M,W,MT,False,attack,Not fleeing,False
851,11/11/2015,shot,vehicle,31.0,M,H,NM,False,other,Car,False
852,11/11/2015,shot,gun,25.0,M,H,CA,False,attack,Not fleeing,False
853,11/11/2015,shot,gun,57.0,M,W,SC,False,attack,Not fleeing,False
854,11/11/2015,shot,gun,32.0,M,B,MD,False,attack,Not fleeing,False
855,12/11/2015,shot,knife,42.0,M,B,CA,False,other,Not fleeing,False
856,13/11/15,shot,toy weapon,52.0,M,W,TN,False,attack,Not fleeing,False
858,13/11/15,shot,gun,25.0,M,W,GA,False,attack,Foot,False
859,14/11/15,shot,hammer,31.0,M,H,CA,False,other,Not fleeing,False
860,15/11/15,shot,toy weapon,39.0,M,B,CA,False,attack,Not fleeing,False
861,15/11/15,shot and Tasered,Taser,32.0,M,W,NC,False,attack,Not fleeing,False
862,15/11/15,shot,unknown weapon,16.0,M,B,PA,False,attack,Not fleeing,False
863,15/11/15,shot,unarmed,24.0,M,B,MN,False,undetermined,Not fleeing,False
864,16/11/15,shot,vehicle,28.0,M,W,TX,False,undetermined,Car,False
865,16/11/15,shot,vehicle,25.0,M,W,GA,False,other,Car,False
866,17/11/15,shot,gun,41.0,M,W,TX,False,undetermined,Car,False
867,17/11/15,shot,gun,28.0,M,B,FL,True,attack,Foot,False
868,17/11/15,shot,gun,21.0,M,B,SC,False,attack,Not fleeing,False
869,17/11/15,shot,vehicle,30.0,M,B,TX,False,other,Car,False
870,17/11/15,shot,unarmed,58.0,M,W,GA,False,other,Not fleeing,False
871,17/11/15,shot,gun,47.0,M,W,NJ,True,attack,Not fleeing,False
872,18/11/15,shot,unknown weapon,25.0,M,B,FL,False,other,Not fleeing,False
873,18/11/15,shot,gun,44.0,M,B,MI,False,attack,Not fleeing,False
875,19/11/15,shot,knife,27.0,M,B,FL,False,attack,Not fleeing,False
876,19/11/15,shot,knife,34.0,M,B,DC,False,other,Not fleeing,False
877,20/11/15,shot,gun,39.0,M,W,GA,True,attack,Not fleeing,False
878,20/11/15,shot,unarmed,29.0,M,B,CA,True,attack,Not fleeing,False
879,21/11/15,shot,unarmed,24.0,M,W,OK,False,attack,Foot,False
880,22/11/15,shot,knife,47.0,M,W,CA,True,attack,Not fleeing,False
881,22/11/15,shot,gun,45.0,M,W,NV,False,attack,Not fleeing,False
882,22/11/15,shot,gun,28.0,M,H,CO,False,attack,Not fleeing,False
883,23/11/15,shot and Tasered,knife,49.0,M,H,TX,False,other,Not fleeing,True
884,23/11/15,shot,gun,50.0,M,W,OH,False,attack,Not fleeing,False
