Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
26/09/16,shot,gun,52,M,W,ID,FALSE,attack,Other,FALSE
26/09/16,shot,gun,32,M,W,AR,TRUE,other,Not fleeing,FALSE
26/09/16,shot,gun,46,M,W,TX,FALSE,attack,Not fleeing,TRUE
26/09/16,shot,gun,48,M,W,MN,TRUE,other,Not fleeing,TRUE
27/09/16,shot,unarmed,38,M,B,CA,TRUE,attack,Not fleeing,TRUE
27/09/16,shot,vehicle,26,M,W,AZ,FALSE,other,Car,FALSE
28/09/16,shot,undetermined,32,M,B,PA,FALSE,attack,Not fleeing,FALSE
28/09/16,shot,knife,28,M,H,GA,FALSE,attack,Not fleeing,TRUE
29/09/16,shot,gun,53,M,W,AZ,FALSE,attack,Not fleeing,TRUE
30/09/16,shot,undetermined,18,M,B,NJ,FALSE,undetermined,Not fleeing,FALSE
30/09/16,shot,gun,32,M,B,SC,FALSE,attack,Foot,FALSE
30/09/16,shot,gun,37,M,W,MI,FALSE,attack,Other,FALSE
30/09/16,shot,undetermined,18,M,B,NJ,FALSE,undetermined,Not fleeing,FALSE
30/09/16,shot,gun,20,M,B,OH,FALSE,other,Foot,FALSE
1/10/2016,shot,gun,28,M,W,WV,FALSE,attack,Foot,FALSE
1/10/2016,shot,gun,18,M,B,CA,FALSE,undetermined,Foot,TRUE
2/10/2016,shot,toy weapon,16,M,H,CA,TRUE,attack,Not fleeing,TRUE
2/10/2016,shot,unknown weapon,36,M,B,IL,FALSE,other,Not fleeing,FALSE
3/10/2016,shot,gun,57,M,W,MA,FALSE,attack,Not fleeing,FALSE
3/10/2016,shot,gun,49,M,W,NJ,FALSE,other,Not fleeing,FALSE
4/10/2016,shot,brick,31,M,H,FL,FALSE,attack,Foot,FALSE
4/10/2016,shot,gun,26,M,W,AR,FALSE,attack,Not fleeing,FALSE
4/10/2016,shot,gun,51,M,W,MI,TRUE,other,Not fleeing,FALSE
5/10/2016,shot,machete,28,M,W,CO,TRUE,other,Not fleeing,FALSE
5/10/2016,shot,gun,35,M,W,SC,FALSE,attack,Car,FALSE
7/10/2016,shot,knife,36,M,W,IN,FALSE,other,Not fleeing,FALSE
7/10/2016,shot,gun,42,M,W,AL,FALSE,attack,Not fleeing,FALSE
7/10/2016,shot,toy weapon,49,M,W,AR,FALSE,other,Not fleeing,FALSE
8/10/2016,shot,knife,62,M,W,IN,FALSE,other,Not fleeing,FALSE
8/10/2016,shot,knife,21,M,H,WA,TRUE,other,Not fleeing,FALSE
8/10/2016,shot,knife,53,F,W,CA,FALSE,attack,Not fleeing,FALSE
9/10/2016,shot,gun,41,M,B,NY,FALSE,attack,Not fleeing,FALSE
9/10/2016,shot,gun,40,M,W,AZ,TRUE,other,Car,FALSE
10/10/2016,shot,undetermined,27,M,H,CA,TRUE,other,Not fleeing,FALSE
10/10/2016,shot,vehicle,26,M,W,OH,FALSE,other,Car,FALSE
11/10/2016,shot,knife,44,M,A,WA,FALSE,other,Not fleeing,FALSE
11/10/2016,shot,knife,30,M,W,CA,FALSE,other,Not fleeing,FALSE
12/10/2016,shot,gun,31,M,W,LA,FALSE,attack,Not fleeing,FALSE
12/10/2016,shot,gun,33,M,B,MA,FALSE,attack,Not fleeing,FALSE
12/10/2016,shot,gun,22,M,W,KY,FALSE,attack,Not fleeing,FALSE
13/10/16,shot,gun,38,M,W,WA,FALSE,other,Not fleeing,FALSE
14/10/16,shot,baseball bat,23,M,W,TX,FALSE,attack,Not fleeing,FALSE
14/10/16,shot,gun,24,M,H,TX,FALSE,attack,Not fleeing,FALSE
14/10/16,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE
16/10/16,shot,toy weapon,26,F,W,TX,TRUE,attack,Not fleeing,FALSE
16/10/16,shot and Tasered,metal rake,32,M,W,CA,TRUE,attack,Not fleeing,FALSE
17/10/16,shot,sword,50,M,H,FL,TRUE,other,Not fleeing,FALSE
17/10/16,shot,gun,17,M,W,AR,TRUE,attack,Foot,FALSE
17/10/16,shot and Tasered,knife,39,M,W,FL,TRUE,other,Not fleeing,FALSE
18/10/16,shot,gun,28,M,B,MI,FALSE,attack,Not fleeing,TRUE
18/10/16,shot,baseball bat,66,F,B,NY,TRUE,attack,Not fleeing,FALSE
18/10/16,shot,gun,42,M,H,OK,FALSE,attack,Not fleeing,FALSE
18/10/16,shot,gun,34,M,W,KY,FALSE,attack,Not fleeing,FALSE
19/10/16,shot,vehicle,38,M,W,OH,FALSE,undetermined,Car,FALSE
19/10/16,shot,undetermined,28,M,H,NV,FALSE,attack,Car,FALSE
20/10/16,shot,gun,29,M,W,FL,FALSE,attack,Not fleeing,FALSE
21/10/16,shot,gun,23,F,N,WA,TRUE,other,Not fleeing,FALSE
22/10/16,shot,unknown weapon,21,M,W,AL,TRUE,other,Not fleeing,FALSE
23/10/16,shot,toy weapon,45,M,W,MN,FALSE,attack,Not fleeing,FALSE
23/10/16,shot,gun,38,M,W,KY,FALSE,attack,Not fleeing,FALSE
23/10/16,shot,gun,40,M,B,CO,FALSE,attack,Not fleeing,FALSE
24/10/16,shot,gun,19,M,B,MO,FALSE,attack,Car,FALSE
25/10/16,shot,toy weapon,46,M,B,AR,FALSE,other,Not fleeing,FALSE
25/10/16,shot,toy weapon,25,M,W,MD,TRUE,attack,Not fleeing,FALSE
25/10/16,shot,toy weapon,25,F,W,MD,FALSE,attack,Not fleeing,FALSE
25/10/16,shot,knife,37,M,W,CA,TRUE,other,Not fleeing,FALSE
26/10/16,shot,gun,25,M,B,TX,FALSE,other,Not fleeing,FALSE
26/10/16,shot and Tasered,unarmed,36,M,W,OK,FALSE,attack,Not fleeing,FALSE
27/10/16,shot,gun,32,M,W,MT,TRUE,other,Not fleeing,FALSE
27/10/16,shot,gun and knife,33,M,B,TX,FALSE,other,Not fleeing,FALSE
27/10/16,shot,undetermined,24,M,H,GA,FALSE,attack,Foot,FALSE
28/10/16,shot,gun,37,M,W,MN,FALSE,attack,Other,FALSE
28/10/16,shot,gun,38,M,B,CA,TRUE,attack,Not fleeing,FALSE
28/10/16,shot,knife,45,M,A,OH,TRUE,attack,Not fleeing,FALSE
30/10/16,shot,knife,31,M,B,MA,TRUE,other,Not fleeing,FALSE
30/10/16,shot,vehicle,34,M,W,AZ,FALSE,other,Car,FALSE
30/10/16,shot,gun,23,M,H,TX,FALSE,attack,Not fleeing,FALSE
31/10/16,shot,vehicle,39,F,B,CA,TRUE,attack,Car,FALSE
31/10/16,shot,knife,55,M,H,CA,FALSE,attack,Not fleeing,FALSE
31/10/16,shot,gun,31,F,W,OH,FALSE,attack,Other,FALSE
1/11/2016,shot,gun,76,M,W,NV,FALSE,other,Not fleeing,FALSE
2/11/2016,shot,gun,59,M,W,LA,TRUE,attack,Not fleeing,TRUE
2/11/2016,shot,undetermined,40,M,W,UT,FALSE,undetermined,Other,FALSE
3/11/2016,shot,gun,23,M,B,NC,FALSE,attack,Not fleeing,FALSE
4/11/2016,shot,undetermined,26,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
4/11/2016,shot,gun,35,M,H,NY,TRUE,attack,Other,FALSE
5/11/2016,shot,knife,49,M,W,FL,TRUE,other,Not fleeing,FALSE
5/11/2016,shot,vehicle,36,M,W,OK,FALSE,other,Car,FALSE
5/11/2016,shot,gun,56,M,W,WV,FALSE,attack,Not fleeing,FALSE
5/11/2016,shot,gun,34,M,W,TX,FALSE,other,Other,TRUE
6/11/2016,shot and Tasered,undetermined,33,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
6/11/2016,shot,gun,43,M,W,SC,TRUE,attack,Not fleeing,FALSE
6/11/2016,shot and Tasered,vehicle,43,M,W,KY,FALSE,undetermined,Car,FALSE
6/11/2016,shot,metal pipe,31,M,W,NJ,FALSE,other,Foot,FALSE
6/11/2016,shot,vehicle,17,M,W,AL,FALSE,other,Car,FALSE
6/11/2016,shot,hammer,32,M,W,WV,TRUE,other,Not fleeing,FALSE
7/11/2016,shot,gun,31,M,B,PA,FALSE,attack,Other,FALSE
8/11/2016,shot and Tasered,unarmed,19,M,W,KS,FALSE,attack,Car,FALSE
8/11/2016,shot,gun,23,M,H,CO,FALSE,attack,Other,FALSE
8/11/2016,shot,vehicle,26,M,W,OH,FALSE,attack,Car,FALSE
8/11/2016,shot,gun,45,M,H,CA,FALSE,attack,Not fleeing,FALSE
9/11/2016,shot,gun,36,M,W,AZ,FALSE,attack,Not fleeing,FALSE
10/11/2016,shot,gun,53,M,W,FL,FALSE,attack,Not fleeing,FALSE
11/11/2016,shot,vehicle,24,M,W,CO,FALSE,attack,Car,FALSE
12/11/2016,shot,gun,40,M,W,AK,FALSE,attack,Not fleeing,FALSE
12/11/2016,shot,gun,29,M,H,AZ,FALSE,attack,Car,FALSE
13/11/16,shot,gun,22,M,H,CA,FALSE,attack,Not fleeing,TRUE
13/11/16,shot,gun,21,M,H,OK,FALSE,attack,Not fleeing,FALSE
15/11/16,shot,vehicle,25,M,B,PA,FALSE,other,Car,FALSE
15/11/16,shot,gun,37,M,W,TX,FALSE,attack,Not fleeing,FALSE
16/11/16,shot,machete,37,M,H,CA,FALSE,other,Not fleeing,FALSE
16/11/16,shot,gun,56,M,W,CA,FALSE,other,Not fleeing,FALSE
18/11/16,shot and Tasered,gun,35,M,W,FL,TRUE,other,Not fleeing,FALSE
18/11/16,shot and Tasered,machete,25,M,B,FL,TRUE,other,Not fleeing,FALSE
18/11/16,shot,gun,25,M,B,GA,FALSE,attack,Not fleeing,FALSE
18/11/16,shot,gun,26,M,B,IL,FALSE,attack,Not fleeing,FALSE
19/11/16,shot,vehicle,29,M,H,CA,FALSE,attack,Foot,TRUE
19/11/16,shot and Tasered,knife,15,M,A,CA,FALSE,other,Foot,TRUE
19/11/16,shot,baton,21,M,B,NY,TRUE,attack,Not fleeing,FALSE
20/11/16,shot,gun,24,M,H,TX,FALSE,attack,Not fleeing,FALSE
20/11/16,shot,gun,18,M,W,MO,FALSE,other,Foot,FALSE
21/11/16,shot,gun,19,M,B,MO,FALSE,attack,Foot,FALSE
21/11/16,shot,knife,27,M,W,CA,TRUE,other,Foot,FALSE
22/11/16,shot,gun,45,M,H,CA,FALSE,attack,Not fleeing,FALSE
22/11/16,shot,gun,36,M,B,TX,FALSE,other,Car,FALSE
22/11/16,shot,undetermined,34,M,B,NC,FALSE,undetermined,Not fleeing,FALSE
22/11/16,shot,gun,23,M,B,NJ,FALSE,attack,Not fleeing,FALSE
23/11/16,shot,knife,43,M,W,FL,FALSE,other,Not fleeing,FALSE
23/11/16,shot,knife,43,M,W,MI,FALSE,other,Not fleeing,FALSE
23/11/16,shot,undetermined,19,M,B,IL,FALSE,undetermined,Foot,FALSE
25/11/16,shot,gun,23,M,B,MS,FALSE,attack,Other,FALSE
25/11/16,shot,unarmed,26,M,H,AZ,FALSE,other,Not fleeing,TRUE
26/11/16,shot,undetermined,20,M,H,AZ,FALSE,attack,Car,FALSE
27/11/16,shot and Tasered,blunt object,50,M,W,KS,FALSE,attack,Not fleeing,FALSE
27/11/16,shot,gun,59,M,W,ME,FALSE,attack,Not fleeing,FALSE
27/11/16,shot,gun,33,M,B,IL,FALSE,attack,Foot,FALSE
27/11/16,shot,gun,48,M,B,LA,FALSE,attack,Not fleeing,FALSE
28/11/16,shot,knife,18,M,O,OH,FALSE,attack,Not fleeing,FALSE
28/11/16,shot,gun,23,M,H,CA,FALSE,undetermined,Foot,FALSE
28/11/16,shot,vehicle,41,M,B,NC,FALSE,other,Car,FALSE
29/11/16,shot,gun,41,M,W,MA,FALSE,other,Not fleeing,FALSE
29/11/16,shot,rock,55,M,W,TX,FALSE,other,Car,TRUE
29/11/16,shot,knife,29,M,W,IN,TRUE,other,Not fleeing,FALSE
29/11/16,shot,undetermined,31,M,W,SC,FALSE,other,Foot,FALSE
30/11/16,shot,gun,25,M,B,MO,FALSE,other,Not fleeing,FALSE
1/12/2016,shot,gun,38,M,B,WA,FALSE,attack,Not fleeing,FALSE
1/12/2016,shot,gun,83,M,W,AR,FALSE,attack,Not fleeing,FALSE
2/12/2016,shot,crowbar,22,M,W,KY,FALSE,other,Not fleeing,FALSE
2/12/2016,shot,gun,33,M,W,AL,FALSE,attack,Not fleeing,FALSE
2/12/2016,shot,undetermined,36,M,W,NM,TRUE,undetermined,Not fleeing,FALSE
4/12/2016,shot,undetermined,26,M,A,OH,FALSE,other,Foot,FALSE
4/12/2016,shot,gun,29,M,B,IN,FALSE,attack,Car,FALSE
6/12/2016,shot,gun,55,M,W,KS,FALSE,attack,Not fleeing,FALSE
6/12/2016,shot,gun,47,M,W,FL,FALSE,attack,Not fleeing,FALSE
6/12/2016,shot,gun,52,M,W,OR,FALSE,attack,Not fleeing,FALSE
6/12/2016,shot and Tasered,oar,49,M,W,FL,FALSE,attack,Other,FALSE
7/12/2016,shot and Tasered,knife,31,M,B,NC,FALSE,other,Not fleeing,TRUE
7/12/2016,shot,gun,37,M,B,TX,FALSE,attack,Not fleeing,FALSE
7/12/2016,shot,undetermined,36,M,W,IA,FALSE,other,Not fleeing,FALSE
9/12/2016,shot,vehicle,30,M,O,HI,FALSE,other,Not fleeing,FALSE
9/12/2016,shot,machete and gun,35,M,W,PA,TRUE,other,Not fleeing,FALSE
10/12/2016,shot,gun,35,M,B,SC,FALSE,attack,Foot,FALSE
10/12/2016,shot,knife,36,M,W,IN,FALSE,other,Not fleeing,TRUE
11/12/2016,shot and Tasered,knife,53,M,W,NE,TRUE,other,Not fleeing,FALSE
11/12/2016,shot,vehicle,39,M,W,WV,FALSE,other,Not fleeing,FALSE
11/12/2016,shot,knife,30,M,H,TX,FALSE,attack,Not fleeing,FALSE
11/12/2016,shot,toy weapon,44,F,W,AZ,TRUE,attack,Not fleeing,FALSE
11/12/2016,shot,gun,24,M,W,KS,FALSE,attack,Not fleeing,FALSE
12/12/2016,shot,unarmed,73,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
12/12/2016,shot,gun,31,M,W,GA,FALSE,attack,Not fleeing,FALSE
12/12/2016,shot,gun,28,M,B,PA,FALSE,attack,Not fleeing,FALSE
13/12/16,shot,gun,18,M,B,MD,FALSE,attack,Not fleeing,FALSE
13/12/16,shot and Tasered,gun,32,M,B,GA,TRUE,other,Not fleeing,FALSE
15/12/16,shot and Tasered,gun,60,M,W,CA,FALSE,attack,Not fleeing,FALSE
17/12/16,shot,knife,48,M,W,TN,FALSE,undetermined,Not fleeing,FALSE
17/12/16,shot,gun,33,M,H,CA,FALSE,other,Not fleeing,FALSE
17/12/16,shot,gun,44,M,N,WA,FALSE,other,Not fleeing,FALSE
18/12/16,shot,undetermined,20,M,B,CA,FALSE,undetermined,Foot,FALSE
18/12/16,shot,gun,37,M,W,WA,FALSE,other,Not fleeing,FALSE
18/12/16,shot,gun,72,M,W,OK,TRUE,attack,Not fleeing,FALSE
19/12/16,shot,undetermined,52,M,W,NC,FALSE,undetermined,Not fleeing,FALSE
20/12/16,shot,knife,46,M,H,TX,FALSE,other,Not fleeing,FALSE
21/12/16,shot,gun,25,M,W,OK,FALSE,attack,Other,FALSE
21/12/16,shot,vehicle,38,M,H,NV,FALSE,attack,Car,FALSE
21/12/16,shot,gun,27,M,W,AL,FALSE,attack,Not fleeing,FALSE
21/12/16,shot,gun,24,M,B,CA,FALSE,attack,Not fleeing,FALSE
22/12/16,shot,gun,19,M,B,MD,FALSE,attack,Not fleeing,FALSE
23/12/16,shot and Tasered,undetermined,31,M,W,OR,FALSE,undetermined,Not fleeing,FALSE
24/12/16,shot,gun,18,M,B,NC,FALSE,undetermined,Not fleeing,FALSE
24/12/16,shot,knife,53,F,W,FL,FALSE,other,Not fleeing,FALSE
24/12/16,shot,scissors,48,M,A,CA,TRUE,attack,Not fleeing,FALSE
25/12/16,shot,knife,29,M,B,DC,FALSE,other,Not fleeing,TRUE
25/12/16,shot,gun,30,M,W,OR,TRUE,attack,Car,FALSE
25/12/16,shot,gun,61,M,W,FL,TRUE,attack,Not fleeing,FALSE
27/12/16,shot,gun,71,F,W,TX,FALSE,attack,Not fleeing,FALSE
27/12/16,shot,undetermined,41,M,H,IL,FALSE,attack,Not fleeing,FALSE
27/12/16,shot,gun,36,M,W,TX,FALSE,attack,Other,FALSE
30/12/16,shot,gun,21,M,B,FL,FALSE,other,Car,FALSE
31/12/16,shot and Tasered,unarmed,33,M,W,MN,FALSE,attack,Not fleeing,FALSE
31/12/16,shot,knife,46,M,W,FL,TRUE,attack,Not fleeing,FALSE
31/12/16,shot,gun,32,M,W,PA,FALSE,attack,Other,FALSE
1/1/2017,shot,gun,42,M,W,OH,FALSE,other,Not fleeing,FALSE
1/1/2017,shot,knife,17,M,B,IL,TRUE,other,Not fleeing,FALSE
1/1/2017,shot and Tasered,gun,44,M,B,MO,TRUE,attack,Foot,FALSE
1/1/2017,shot,gun,35,M,W,GA,FALSE,attack,Car,FALSE
1/1/2017,shot,gun,23,M,H,TX,FALSE,attack,Foot,FALSE
1/1/2017,shot,vehicle,21,M,B,TX,FALSE,attack,Car,FALSE
3/1/2017,shot,gun,53,M,W,TX,TRUE,attack,Not fleeing,TRUE
3/1/2017,shot and Tasered,knife,63,M,B,NY,TRUE,other,Not fleeing,FALSE
4/1/2017,shot,gun,18,M,W,NY,FALSE,attack,Foot,FALSE
4/1/2017,shot,gun,51,M,B,CA,FALSE,attack,Foot,FALSE
4/1/2017,shot,gun,64,M,W,KY,FALSE,attack,Not fleeing,FALSE
4/1/2017,shot,vehicle,45,M,W,IN,FALSE,other,Car,FALSE
5/1/2017,shot,gun,20,M,H,CA,FALSE,attack,Not fleeing,FALSE
5/1/2017,shot,gun,41,M,W,TN,TRUE,attack,Not fleeing,FALSE
6/1/2017,shot,knife,23,M,W,PA,TRUE,other,Not fleeing,FALSE
6/1/2017,shot,gun,32,M,B,IL,FALSE,attack,Other,FALSE
7/1/2017,shot,knife,25,M,W,WV,FALSE,other,Car,FALSE
7/1/2017,shot,gun,42,M,W,OK,FALSE,attack,Other,FALSE
7/1/2017,shot,unarmed,41,M,W,MD,TRUE,attack,Not fleeing,FALSE
7/1/2017,shot,vehicle,31,M,H,CO,TRUE,other,Not fleeing,FALSE
7/1/2017,shot,gun,50,M,H,MO,TRUE,attack,Not fleeing,FALSE
8/1/2017,shot,knife,44,M,W,GA,TRUE,other,Not fleeing,FALSE
9/1/2017,shot,unarmed,38,M,B,AZ,FALSE,other,Foot,TRUE
9/1/2017,shot,gun,21,M,B,MO,FALSE,attack,Car,FALSE
10/1/2017,shot,knife,32,M,W,CA,FALSE,other,Not fleeing,FALSE
10/1/2017,shot and Tasered,unarmed,23,M,B,TN,FALSE,attack,Not fleeing,FALSE
11/1/2017,shot,air conditioner,41,M,W,MN,FALSE,undetermined,Not fleeing,FALSE
11/1/2017,shot,gun,41,M,O,CA,FALSE,attack,Other,FALSE
11/1/2017,shot,gun,38,M,H,NJ,FALSE,attack,Not fleeing,FALSE
12/1/2017,shot,gun,54,M,W,FL,TRUE,other,Not fleeing,FALSE
12/1/2017,shot,gun,20,M,N,MN,FALSE,attack,Not fleeing,FALSE
12/1/2017,shot,knife,26,M,W,VA,TRUE,attack,Not fleeing,FALSE
13/01/17,shot,vehicle,29,M,O,HI,FALSE,other,Car,FALSE
14/01/17,shot,gun,47,M,W,TX,FALSE,attack,Foot,FALSE
14/01/17,shot and Tasered,screwdriver,28,M,B,NY,FALSE,attack,Not fleeing,FALSE
15/01/17,shot,gun,48,M,W,CA,FALSE,attack,Not fleeing,FALSE
15/01/17,shot and Tasered,knife,37,F,A,CA,TRUE,other,Not fleeing,FALSE
15/01/17,shot,gun,34,M,B,IL,FALSE,attack,Foot,FALSE
15/01/17,shot and Tasered,knife,33,M,W,WA,FALSE,other,Foot,TRUE
16/01/17,shot,gun,36,M,W,GA,FALSE,attack,Other,FALSE
16/01/17,shot,pole and knife,43,M,W,KY,FALSE,other,Not fleeing,FALSE
16/01/17,shot and Tasered,gun and knife,32,M,A,VA,FALSE,attack,Not fleeing,FALSE
17/01/17,shot,gun,29,M,W,TN,TRUE,attack,Car,FALSE
17/01/17,shot,gun,39,M,H,CA,FALSE,attack,Not fleeing,FALSE
18/01/17,shot and Tasered,knife,16,M,H,CA,FALSE,other,Not fleeing,TRUE
18/01/17,shot,metal pipe,40,M,W,OK,FALSE,attack,Not fleeing,FALSE
18/01/17,shot,vehicle,21,F,W,TX,FALSE,other,Car,TRUE
18/01/17,shot,hatchet,50,M,W,CA,FALSE,other,Car,FALSE
18/01/17,shot,gun,19,M,B,IN,FALSE,attack,Car,FALSE
18/01/17,shot,gun,28,M,N,ND,FALSE,attack,Not fleeing,FALSE
19/01/17,shot and Tasered,knife,25,M,W,MO,TRUE,attack,Not fleeing,FALSE
19/01/17,shot,gun,49,M,W,VA,TRUE,other,Not fleeing,FALSE
19/01/17,shot,gun,44,M,H,TX,FALSE,attack,Foot,FALSE
20/01/17,shot,gun,39,M,W,FL,TRUE,attack,Not fleeing,FALSE
21/01/17,shot,gun,44,M,B,MS,FALSE,attack,Not fleeing,FALSE
21/01/17,shot and Tasered,knife,50,M,W,NV,TRUE,attack,Not fleeing,FALSE
22/01/17,shot,gun,57,M,W,ME,FALSE,attack,Not fleeing,FALSE
22/01/17,shot,gun,57,M,B,PA,FALSE,attack,Not fleeing,FALSE
22/01/17,shot,gun,33,M,H,CA,FALSE,other,Not fleeing,FALSE
23/01/17,shot,knife,21,M,H,CA,FALSE,attack,Not fleeing,TRUE
23/01/17,shot,gun,52,M,W,GA,FALSE,attack,Foot,FALSE
23/01/17,shot,unarmed,27,M,W,IL,TRUE,attack,Not fleeing,TRUE
23/01/17,shot,gun,60,M,W,DE,TRUE,other,Not fleeing,FALSE
23/01/17,shot and Tasered,knife,25,M,B,LA,TRUE,other,Not fleeing,FALSE
24/01/17,shot,gun,34,M,H,CA,FALSE,other,Not fleeing,FALSE
24/01/17,shot,unarmed,22,M,W,MO,FALSE,other,Car,FALSE
24/01/17,shot,gun,26,M,B,LA,FALSE,attack,Car,TRUE
24/01/17,shot,gun,27,M,H,CA,FALSE,attack,Other,FALSE
24/01/17,shot,knife,29,M,H,NM,TRUE,attack,Foot,TRUE
24/01/17,shot,unarmed,30,M,W,MI,TRUE,attack,Not fleeing,FALSE
24/01/17,shot and Tasered,gun,18,M,H,PA,FALSE,attack,Not fleeing,FALSE
24/01/17,shot,gun,32,M,H,ID,FALSE,attack,Car,FALSE
25/01/17,shot,vehicle,37,M,W,AL,TRUE,attack,Car,FALSE
25/01/17,shot,gun,54,M,B,MS,FALSE,attack,Not fleeing,FALSE
25/01/17,shot,gun,50,M,W,WI,TRUE,attack,Not fleeing,TRUE
26/01/17,shot,gun,28,M,H,NC,FALSE,other,Car,FALSE
26/01/17,shot,gun,59,M,W,MD,TRUE,attack,Not fleeing,TRUE
26/01/17,shot,undetermined,24,M,B,GA,FALSE,other,Car,TRUE
26/01/17,shot,metal pipe,34,M,W,OH,FALSE,other,Not fleeing,FALSE
27/01/17,shot,gun,25,M,H,CA,TRUE,attack,Not fleeing,TRUE
28/01/17,shot,toy weapon,48,M,W,WI,TRUE,attack,Not fleeing,FALSE
28/01/17,shot,gun,45,M,W,AZ,FALSE,attack,Not fleeing,FALSE
28/01/17,shot,gun,25,M,H,TX,FALSE,attack,Car,FALSE
28/01/17,shot,gun,17,M,B,WA,FALSE,attack,Not fleeing,FALSE
29/01/17,shot,unarmed,18,M,H,CA,FALSE,undetermined,Foot,FALSE
30/01/17,shot,gun,50,M,B,OK,FALSE,other,Not fleeing,FALSE
30/01/17,shot,knife,36,M,W,WA,TRUE,other,Not fleeing,FALSE
30/01/17,shot and Tasered,gun and knife,45,M,H,CA,TRUE,attack,Not fleeing,FALSE
30/01/17,shot and Tasered,beer bottle,42,M,W,CA,FALSE,other,Not fleeing,FALSE
1/2/2017,shot,vehicle,23,M,B,TX,FALSE,attack,Car,FALSE
1/2/2017,shot,vehicle,31,M,B,CA,FALSE,attack,Car,FALSE
2/2/2017,shot,gun,18,M,H,TX,FALSE,undetermined,Not fleeing,FALSE
2/2/2017,shot,toy weapon,26,M,W,WI,FALSE,other,Not fleeing,FALSE
2/2/2017,shot,gun,57,M,W,FL,FALSE,other,Not fleeing,FALSE
3/2/2017,shot,gun,27,M,H,CA,FALSE,attack,Car,FALSE
3/2/2017,shot,gun,41,M,A,TX,FALSE,attack,Not fleeing,FALSE
3/2/2017,shot,gun,33,M,W,NC,FALSE,attack,Not fleeing,TRUE
3/2/2017,shot,gun,22,M,B,NC,FALSE,attack,Car,FALSE
3/2/2017,shot,gun,38,M,W,WV,FALSE,attack,Not fleeing,FALSE
3/2/2017,shot,vehicle,26,M,H,IL,FALSE,other,Car,FALSE
3/2/2017,shot,gun,45,M,W,TX,FALSE,other,Not fleeing,FALSE
4/2/2017,shot,unarmed,23,M,H,GA,FALSE,other,Not fleeing,FALSE
4/2/2017,shot,gun,68,M,B,MO,FALSE,attack,Not fleeing,FALSE
4/2/2017,shot,gun,56,M,W,FL,TRUE,attack,Not fleeing,FALSE
5/2/2017,shot,unarmed,45,M,B,CA,TRUE,attack,Not fleeing,FALSE
5/2/2017,shot,unknown weapon,41,M,B,OH,TRUE,attack,Not fleeing,TRUE
5/2/2017,shot,vehicle,33,M,H,CO,FALSE,other,Not fleeing,TRUE
6/2/2017,shot,toy weapon,22,M,B,FL,FALSE,attack,Not fleeing,FALSE
6/2/2017,shot,gun,50,M,B,CO,FALSE,other,Not fleeing,FALSE
6/2/2017,shot and Tasered,knife,52,M,H,CA,TRUE,attack,Foot,FALSE
7/2/2017,shot and Tasered,piece of wood,18,M,W,AL,FALSE,other,Not fleeing,FALSE
7/2/2017,shot,unknown weapon,35,M,W,TN,TRUE,attack,Car,FALSE
7/2/2017,shot,gun,18,M,B,MD,FALSE,other,Other,TRUE
7/2/2017,shot,gun,34,M,W,OH,FALSE,attack,Not fleeing,FALSE
8/2/2017,shot,gun,29,M,W,IN,FALSE,other,Not fleeing,FALSE
8/2/2017,shot,unarmed,25,M,B,IL,FALSE,other,Foot,FALSE
9/2/2017,shot and Tasered,unarmed,26,M,W,OH,FALSE,undetermined,Not fleeing,FALSE
9/2/2017,shot and Tasered,knife,33,M,H,WA,TRUE,other,Not fleeing,FALSE
9/2/2017,shot,toy weapon,17,M,B,OR,FALSE,undetermined,Foot,FALSE
10/2/2017,shot,knife,25,M,W,WA,FALSE,other,Foot,FALSE
10/2/2017,shot,gun,31,M,B,TN,FALSE,other,Foot,FALSE
10/2/2017,shot and Tasered,knife,55,F,W,IL,TRUE,attack,Not fleeing,FALSE
10/2/2017,shot,gun,45,M,W,OK,FALSE,attack,Not fleeing,FALSE
10/2/2017,shot,gun,25,M,B,NC,FALSE,attack,Other,TRUE
10/2/2017,shot,gun,23,M,B,NJ,FALSE,undetermined,Foot,FALSE
11/2/2017,shot,gun,37,M,W,SC,FALSE,other,Not fleeing,FALSE
11/2/2017,shot,vehicle,33,M,A,HI,FALSE,other,Car,FALSE
11/2/2017,shot,gun,27,M,B,MO,FALSE,attack,Not fleeing,FALSE
11/2/2017,shot,metal stick,32,M,W,KY,TRUE,attack,Not fleeing,TRUE
12/2/2017,shot,gun,31,M,B,NC,FALSE,other,Other,FALSE
12/2/2017,shot,knife,26,M,H,CA,TRUE,other,Foot,FALSE
13/02/17,shot,vehicle,32,M,W,TN,FALSE,attack,Car,FALSE
13/02/17,shot,gun,53,M,W,AZ,FALSE,attack,Not fleeing,FALSE
13/02/17,shot,unarmed,19,M,B,MI,FALSE,attack,Other,FALSE
14/02/17,shot,knife,53,M,W,OH,TRUE,other,Not fleeing,FALSE
14/02/17,shot,vehicle,35,M,W,IN,FALSE,other,Other,FALSE
