Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
2/1/2015,shot,gun,53,M,A,WA,TRUE,attack,Not fleeing,FALSE
2/1/2015,shot,gun,47,M,W,OR,FALSE,attack,Not fleeing,FALSE
3/1/2015,shot and Tasered,unarmed,23,M,H,KS,FALSE,other,Not fleeing,FALSE
4/1/2015,shot,toy weapon,32,M,W,CA,TRUE,attack,Not fleeing,FALSE
4/1/2015,shot,nail gun,39,M,H,CO,FALSE,attack,Not fleeing,FALSE
4/1/2015,shot,gun,18,M,W,OK,FALSE,attack,Not fleeing,FALSE
5/1/2015,shot,gun,22,M,H,AZ,FALSE,attack,Car,FALSE
6/1/2015,shot,gun,35,M,W,KS,FALSE,attack,Not fleeing,FALSE
6/1/2015,shot,unarmed,34,F,W,IA,FALSE,other,Not fleeing,TRUE
6/1/2015,shot,toy weapon,47,M,B,PA,FALSE,attack,Not fleeing,FALSE
6/1/2015,shot and Tasered,knife,25,M,W,CA,FALSE,attack,Not fleeing,FALSE
7/1/2015,shot,gun,31,M,B,TX,FALSE,attack,Not fleeing,FALSE
7/1/2015,shot,knife,41,M,B,OH,TRUE,other,Not fleeing,FALSE
7/1/2015,shot,gun,30,M,W,IA,FALSE,attack,Car,FALSE
7/1/2015,shot,gun,37,M,B,LA,FALSE,attack,Foot,TRUE
8/1/2015,shot,vehicle,28,M,W,MT,FALSE,undetermined,Not fleeing,FALSE
8/1/2015,shot,shovel,42,M,W,UT,FALSE,attack,Not fleeing,TRUE
8/1/2015,shot,unarmed,36,M,B,AR,FALSE,attack,Not fleeing,FALSE
8/1/2015,shot,gun,49,M,W,UT,FALSE,attack,Not fleeing,TRUE
9/1/2015,shot,gun,71,M,W,AR,FALSE,attack,Not fleeing,FALSE
9/1/2015,shot,gun,33,M,H,TX,FALSE,attack,Not fleeing,FALSE
11/1/2015,shot,gun,39,M,W,IL,TRUE,attack,Not fleeing,FALSE
11/1/2015,shot,gun,23,M,H,CA,FALSE,attack,Not fleeing,FALSE
11/1/2015,shot and Tasered,gun,29,M,H,NV,FALSE,attack,Foot,FALSE
13/01/15,shot,gun,34,M,W,NM,FALSE,attack,Foot,TRUE
13/01/15,shot,knife,43,M,W,TX,TRUE,other,Not fleeing,FALSE
14/01/15,shot,vehicle,24,M,B,MN,FALSE,attack,Not fleeing,FALSE
14/01/15,shot,vehicle,29,M,W,MO,FALSE,attack,Not fleeing,FALSE
14/01/15,shot,gun,34,M,B,VA,TRUE,attack,Not fleeing,FALSE
14/01/15,shot,knife,75,M,W,NJ,FALSE,attack,Not fleeing,FALSE
14/01/15,shot,gun,68,M,W,TX,FALSE,attack,Not fleeing,FALSE
14/01/15,shot,knife,34,M,W,UT,FALSE,attack,Not fleeing,TRUE
15/01/15,shot,gun,27,M,B,IN,FALSE,attack,Foot,FALSE
15/01/15,shot,gun,39,M,B,CO,FALSE,attack,Not fleeing,FALSE
15/01/15,shot,gun,24,M,W,MN,TRUE,attack,Not fleeing,FALSE
15/01/15,shot,knife,36,M,H,CA,TRUE,other,Not fleeing,FALSE
15/01/15,shot,gun,33,M,W,LA,FALSE,attack,Not fleeing,FALSE
16/01/15,shot,gun,41,M,W,TX,FALSE,attack,Car,FALSE
16/01/15,shot and Tasered,knife,48,M,O,CA,FALSE,other,Not fleeing,FALSE
17/01/15,shot,gun,21,M,B,OK,FALSE,attack,Foot,TRUE
17/01/15,shot,gun,24,M,H,CA,FALSE,attack,Not fleeing,FALSE
17/01/15,shot,knife,27,M,H,TX,FALSE,attack,Not fleeing,FALSE
18/01/15,shot,gun,32,M,W,AZ,TRUE,attack,Not fleeing,FALSE
18/01/15,shot and Tasered,gun,67,M,W,KY,TRUE,attack,Not fleeing,FALSE
19/01/15,shot,knife,49,M,W,MA,FALSE,attack,Not fleeing,FALSE
20/01/15,shot,vehicle,42,M,B,AZ,FALSE,other,Car,FALSE
21/01/15,shot,gun,36,M,W,CA,FALSE,attack,Not fleeing,FALSE
21/01/15,shot,gun,36,M,H,TX,FALSE,attack,Foot,FALSE
21/01/15,shot,gun,19,M,B,MO,FALSE,attack,Not fleeing,FALSE
21/01/15,shot,gun,54,M,W,NH,TRUE,attack,Not fleeing,FALSE
22/01/15,shot,toy weapon,25,M,B,TX,FALSE,attack,Car,FALSE
22/01/15,shot and Tasered,knife,17,F,W,TX,TRUE,other,Not fleeing,FALSE
23/01/15,shot,gun,61,M,W,TX,TRUE,attack,Not fleeing,FALSE
23/01/15,shot,vehicle,29,M,B,FL,FALSE,other,Not fleeing,FALSE
23/01/15,shot,knife,56,M,H,TX,FALSE,other,Not fleeing,FALSE
24/01/15,shot,gun,40,M,W,TX,FALSE,attack,Not fleeing,FALSE
24/01/15,shot,gun,45,M,W,ID,FALSE,attack,Not fleeing,FALSE
24/01/15,shot,knife,26,M,B,MD,TRUE,other,Not fleeing,FALSE
25/01/15,shot,gun,26,M,H,CO,FALSE,attack,Car,FALSE
26/01/15,shot,vehicle,17,F,H,CO,FALSE,other,Not fleeing,FALSE
26/01/15,shot,gun,68,M,W,MN,TRUE,attack,Not fleeing,FALSE
26/01/15,shot,unarmed,24,M,H,TX,FALSE,other,Car,FALSE
26/01/15,shot,knife,34,M,H,CA,TRUE,other,Not fleeing,FALSE
27/01/15,shot,vehicle,26,M,N,AZ,FALSE,other,Not fleeing,FALSE
27/01/15,shot,gun,29,M,W,AZ,FALSE,attack,Not fleeing,FALSE
27/01/15,shot,gun,33,M,B,OH,FALSE,attack,Not fleeing,FALSE
27/01/15,shot,knife,39,F,W,NE,TRUE,attack,Not fleeing,FALSE
28/01/15,shot,gun,45,M,W,TX,FALSE,attack,Not fleeing,FALSE
28/01/15,shot and Tasered,hammer,35,M,A,CA,TRUE,attack,Not fleeing,FALSE
28/01/15,shot,gun,26,M,W,TX,FALSE,attack,Not fleeing,FALSE
29/01/15,shot,unarmed,42,M,W,OK,FALSE,other,Foot,FALSE
29/01/15,shot,gun,31,M,W,MI,TRUE,attack,Not fleeing,FALSE
30/01/15,shot,gun,48,M,W,MT,FALSE,attack,Foot,FALSE
31/01/15,shot,gun,31,M,H,TX,FALSE,attack,Not fleeing,FALSE
31/01/15,shot and Tasered,knife,54,M,B,MD,TRUE,other,Not fleeing,FALSE
2/2/2015,shot,gun,17,M,W,MI,FALSE,attack,Not fleeing,FALSE
2/2/2015,shot,unarmed,59,M,W,PA,FALSE,other,Foot,FALSE
2/2/2015,shot,gun,42,M,W,CA,TRUE,attack,Not fleeing,FALSE
3/2/2015,shot,gun,23,M,B,MO,FALSE,attack,Foot,FALSE
3/2/2015,shot,gun,38,F,B,CA,FALSE,attack,Car,FALSE
3/2/2015,shot,knife,29,M,B,CA,TRUE,other,Not fleeing,FALSE
3/2/2015,shot,gun,45,M,W,GA,TRUE,attack,Not fleeing,FALSE
4/2/2015,shot,unarmed,28,M,B,FL,FALSE,attack,Not fleeing,FALSE
4/2/2015,shot,gun,37,M,H,FL,FALSE,attack,Not fleeing,FALSE
4/2/2015,shot,gun,28,M,H,AZ,FALSE,attack,Car,FALSE
4/2/2015,shot,unarmed,28,M,H,AZ,FALSE,other,Not fleeing,FALSE
4/2/2015,shot,gun,51,M,B,TX,FALSE,attack,Car,FALSE
4/2/2015,shot,knife,36,M,B,TN,FALSE,other,Not fleeing,FALSE
5/2/2015,shot,gun,59,M,W,CA,FALSE,other,Car,FALSE
6/2/2015,shot,gun,25,M,B,OK,FALSE,attack,Not fleeing,FALSE
7/2/2015,shot,toy weapon,26,M,W,CA,FALSE,attack,Not fleeing,FALSE
7/2/2015,shot,gun,74,M,B,NC,FALSE,attack,Not fleeing,FALSE
8/2/2015,shot,gun,33,M,W,AK,FALSE,attack,Car,FALSE
8/2/2015,shot,gun,27,M,W,TX,FALSE,attack,Not fleeing,FALSE
8/2/2015,shot,gun,57,M,W,NY,TRUE,attack,Not fleeing,FALSE
8/2/2015,shot,gun,46,M,W,FL,FALSE,attack,Not fleeing,FALSE
8/2/2015,shot,gun,41,M,W,TX,FALSE,attack,Not fleeing,FALSE
9/2/2015,shot,gun,61,M,W,ME,TRUE,undetermined,Not fleeing,FALSE
9/2/2015,shot,gun,45,M,B,TX,FALSE,attack,Not fleeing,FALSE
10/2/2015,shot and Tasered,unarmed,35,M,H,WA,TRUE,other,Foot,FALSE
10/2/2015,shot,gun,49,M,B,TN,FALSE,attack,Not fleeing,FALSE
10/2/2015,shot,gun,45,M,W,CO,TRUE,attack,Car,FALSE
11/2/2015,shot,knife,23,M,B,CA,TRUE,other,Not fleeing,FALSE
11/2/2015,shot,toy weapon,46,M,W,AL,TRUE,attack,Foot,TRUE
13/02/15,shot,vehicle,23,M,W,CA,FALSE,attack,Car,FALSE
13/02/15,shot,gun,21,M,H,KS,FALSE,attack,Car,FALSE
13/02/15,shot,unarmed,35,M,H,PA,FALSE,other,Not fleeing,FALSE
13/02/15,shot,gun,27,M,W,TN,FALSE,attack,Not fleeing,FALSE
13/02/15,shot,knife,37,M,H,AZ,TRUE,other,Not fleeing,FALSE
14/02/15,shot,gun,16,M,W,MD,TRUE,attack,Car,FALSE
14/02/15,shot,gun,51,M,W,TX,FALSE,attack,Not fleeing,FALSE
15/02/15,shot and Tasered,unarmed,25,M,B,FL,TRUE,other,Not fleeing,FALSE
15/02/15,shot,gun,34,M,W,MS,FALSE,attack,Foot,FALSE
15/02/15,shot,hatchet,34,M,W,OR,TRUE,other,Not fleeing,FALSE
16/02/15,shot,gun,56,M,W,AZ,FALSE,attack,Not fleeing,FALSE
16/02/15,shot,gun,26,M,W,ID,FALSE,attack,Not fleeing,FALSE
16/02/15,shot,toy weapon,24,M,W,UT,TRUE,attack,Not fleeing,FALSE
17/02/15,shot,gun,43,F,W,NC,FALSE,attack,Not fleeing,FALSE
17/02/15,shot,unarmed,31,M,W,MO,FALSE,other,Foot,FALSE
17/02/15,shot,gun,32,M,W,MI,FALSE,attack,Not fleeing,FALSE
17/02/15,shot,toy weapon,30,M,W,MA,FALSE,attack,Foot,FALSE
17/02/15,shot,vehicle,50,M,H,TX,FALSE,other,Not fleeing,FALSE
18/02/15,shot,undetermined,20,F,B,NC,TRUE,other,Not fleeing,FALSE
20/02/15,shot,unarmed,31,M,H,TX,FALSE,other,Not fleeing,FALSE
20/02/15,shot,gun,38,M,B,AL,FALSE,attack,Not fleeing,FALSE
20/02/15,shot,gun,77,M,B,AL,TRUE,attack,Not fleeing,FALSE
21/02/15,shot,gun,41,M,W,NM,FALSE,attack,Not fleeing,FALSE
21/02/15,shot,knife,51,M,W,IN,FALSE,attack,Not fleeing,FALSE
22/02/15,shot,gun,50,M,W,FL,FALSE,attack,Not fleeing,FALSE
23/02/15,shot and Tasered,knife,42,M,W,PA,FALSE,attack,Car,FALSE
23/02/15,shot and Tasered,unarmed,39,M,W,NE,FALSE,other,Not fleeing,FALSE
23/02/15,shot,gun,47,M,W,LA,TRUE,attack,Not fleeing,FALSE
23/02/15,shot,knife,37,M,W,GA,FALSE,other,Not fleeing,FALSE
23/02/15,shot,gun,41,M,W,GA,FALSE,attack,Foot,FALSE
23/02/15,shot,gun,16,M,B,AL,FALSE,attack,Not fleeing,FALSE
24/02/15,shot and Tasered,knife,30,M,W,WI,TRUE,attack,Not fleeing,FALSE
25/02/15,shot,vehicle,27,M,B,OK,FALSE,other,Car,FALSE
25/02/15,shot,gun,43,M,W,NV,TRUE,attack,Not fleeing,FALSE
26/02/15,shot and Tasered,unarmed,31,M,W,IN,FALSE,other,Not fleeing,FALSE
26/02/15,shot,gun,42,M,H,FL,FALSE,attack,Foot,FALSE
26/02/15,shot,knife,21,M,H,CA,FALSE,other,Not fleeing,FALSE
26/02/15,shot,unarmed,49,M,W,MS,FALSE,other,Not fleeing,FALSE
26/02/15,shot,gun,34,F,W,GA,FALSE,attack,Car,FALSE
27/02/15,shot,unarmed,27,M,H,CA,FALSE,undetermined,Not fleeing,FALSE
28/02/15,shot,gun,24,M,W,SC,FALSE,attack,Not fleeing,FALSE
28/02/15,shot and Tasered,unarmed,17,M,W,MI,FALSE,attack,Not fleeing,TRUE
28/02/15,shot,unarmed,34,M,B,MO,FALSE,other,Car,FALSE
28/02/15,shot,knife,28,F,H,AZ,FALSE,other,Not fleeing,FALSE
28/02/15,shot,gun,28,M,B,MO,FALSE,attack,Car,FALSE
28/02/15,shot,gun,40,M,B,NC,TRUE,attack,Car,FALSE
28/02/15,shot,gun,37,F,W,AZ,FALSE,attack,Car,FALSE
1/3/2015,shot,gun,49,M,W,MS,FALSE,attack,Not fleeing,FALSE
1/3/2015,shot and Tasered,unarmed,43,M,B,CA,TRUE,attack,Not fleeing,TRUE
1/3/2015,shot,gun,35,M,A,TX,FALSE,attack,Not fleeing,FALSE
2/3/2015,shot,gun,20,M,B,IL,FALSE,other,Foot,FALSE
3/3/2015,shot,gun,25,M,B,MD,FALSE,attack,Not fleeing,FALSE
3/3/2015,shot,knife,25,M,W,AZ,FALSE,attack,Not fleeing,FALSE
4/3/2015,shot,unarmed,26,M,W,FL,FALSE,other,Not fleeing,FALSE
4/3/2015,shot,gun,28,M,A,CA,FALSE,attack,Not fleeing,FALSE
5/3/2015,shot,knife,45,M,B,WI,TRUE,other,Not fleeing,FALSE
5/3/2015,shot,unarmed,36,M,H,CA,FALSE,other,Car,FALSE
5/3/2015,shot,gun,34,M,W,NE,FALSE,attack,Not fleeing,FALSE
6/3/2015,shot,unarmed,37,M,B,CO,FALSE,undetermined,Foot,FALSE
6/3/2015,shot,vehicle,48,M,B,FL,FALSE,other,Not fleeing,FALSE
6/3/2015,shot,unarmed,19,M,B,WI,FALSE,attack,Foot,FALSE
7/3/2015,shot,gun,29,M,W,AZ,FALSE,attack,Not fleeing,FALSE
8/3/2015,shot,gun,40,M,H,OK,FALSE,attack,Not fleeing,FALSE
8/3/2015,shot,vehicle,35,M,W,DE,FALSE,attack,Car,FALSE
8/3/2015,shot,knife,43,F,B,CA,TRUE,other,Not fleeing,TRUE
9/3/2015,shot,gun,58,M,W,NC,FALSE,attack,Not fleeing,FALSE
9/3/2015,shot,gun,46,M,W,CO,FALSE,attack,Not fleeing,FALSE
9/3/2015,shot,gun,30,M,B,FL,FALSE,attack,Not fleeing,FALSE
9/3/2015,shot,unarmed,27,M,B,GA,TRUE,other,Not fleeing,FALSE
10/3/2015,shot,gun,31,M,B,LA,FALSE,attack,Not fleeing,FALSE
10/3/2015,shot,knife,23,M,W,GA,FALSE,attack,Not fleeing,TRUE
10/3/2015,shot,sword,37,M,H,CA,TRUE,other,Car,FALSE
10/3/2015,shot,gun,64,M,B,OH,FALSE,attack,Not fleeing,TRUE
11/3/2015,shot,gun,31,M,W,TN,TRUE,attack,Not fleeing,FALSE
11/3/2015,shot,gun,39,M,H,CA,FALSE,attack,Not fleeing,FALSE
11/3/2015,shot,toy weapon,31,M,W,AZ,TRUE,attack,Not fleeing,FALSE
11/3/2015,shot,vehicle,25,M,H,CA,FALSE,other,Not fleeing,FALSE
11/3/2015,shot,gun,54,M,W,AL,FALSE,attack,Not fleeing,FALSE
11/3/2015,shot,gun,53,M,W,AL,TRUE,attack,Not fleeing,FALSE
11/3/2015,shot,vehicle,37,M,B,MD,FALSE,other,Not fleeing,FALSE
12/3/2015,shot,unarmed,35,M,B,DC,TRUE,other,Not fleeing,FALSE
13/03/15,shot,gun,59,M,W,MO,FALSE,attack,Not fleeing,FALSE
13/03/15,shot,knife,36,M,W,CA,FALSE,attack,Not fleeing,FALSE
13/03/15,shot,unarmed,32,M,H,CA,FALSE,other,Foot,FALSE
13/03/15,shot,gun,41,M,H,CA,FALSE,other,Other,FALSE
14/03/15,shot,gun,29,M,H,TX,TRUE,attack,Not fleeing,FALSE
14/03/15,shot,knife,53,M,W,WV,FALSE,other,Not fleeing,FALSE
14/03/15,shot,gun,26,M,W,WI,FALSE,attack,Car,FALSE
15/03/15,shot,machete,27,M,W,MS,FALSE,other,Not fleeing,FALSE
16/03/15,shot,gun,28,M,W,MN,TRUE,attack,Not fleeing,FALSE
16/03/15,shot,gun,52,M,W,NC,TRUE,attack,Not fleeing,FALSE
17/03/15,shot,gun,20,M,W,TX,TRUE,attack,Not fleeing,FALSE
17/03/15,shot,unarmed,22,M,H,CA,FALSE,undetermined,Car,FALSE
17/03/15,shot,gun,49,M,W,OR,TRUE,attack,Not fleeing,FALSE
17/03/15,shot,gun,24,M,W,NC,FALSE,attack,Foot,FALSE
17/03/15,shot,vehicle,24,F,W,CA,TRUE,other,Not fleeing,FALSE
18/03/15,shot,knife,47,M,W,CA,FALSE,other,Not fleeing,FALSE
18/03/15,shot,gun,49,F,W,AZ,FALSE,attack,Not fleeing,FALSE
18/03/15,shot,gun,64,M,W,FL,FALSE,attack,Not fleeing,FALSE
19/03/15,shot,gun,16,M,B,FL,FALSE,attack,Car,FALSE
19/03/15,shot,unarmed,20,M,W,WA,TRUE,attack,Not fleeing,FALSE
19/03/15,shot,gun,36,M,W,CA,FALSE,attack,Not fleeing,FALSE
19/03/15,shot,box cutter,39,M,W,AL,TRUE,other,Not fleeing,TRUE
19/03/15,shot,unarmed,18,M,B,OH,FALSE,attack,Not fleeing,FALSE
19/03/15,shot,gun,31,M,W,ID,FALSE,attack,Not fleeing,TRUE
20/03/15,shot,gun,24,M,N,AZ,FALSE,attack,Car,FALSE
20/03/15,shot,machete,63,M,B,LA,TRUE,attack,Not fleeing,FALSE
20/03/15,shot,gun,34,M,W,OK,FALSE,attack,Not fleeing,FALSE
21/03/15,shot,gun,44,M,W,NY,FALSE,attack,Car,FALSE
21/03/15,shot,gun,60,M,W,IN,TRUE,attack,Not fleeing,FALSE
21/03/15,shot,gun,42,M,W,OH,FALSE,attack,Not fleeing,FALSE
21/03/15,shot,gun,21,M,W,AZ,FALSE,attack,Not fleeing,FALSE
22/03/15,shot,knife,37,M,W,CA,TRUE,other,Not fleeing,FALSE
22/03/15,shot and Tasered,knife,36,M,W,OR,TRUE,other,Foot,FALSE
22/03/15,shot and Tasered,undetermined,21,M,B,NY,FALSE,attack,Car,FALSE
23/03/15,shot,gun,24,M,B,CA,FALSE,attack,Not fleeing,FALSE
24/03/15,shot,gun,38,M,W,WI,FALSE,attack,Not fleeing,FALSE
24/03/15,shot,gun,29,M,B,VA,TRUE,attack,Car,FALSE
24/03/15,shot,gun,57,M,W,CA,TRUE,attack,Not fleeing,FALSE
25/03/15,shot,undetermined,23,M,B,GA,FALSE,other,Car,TRUE
25/03/15,shot,gun,27,M,B,SC,FALSE,attack,Foot,FALSE
25/03/15,shot,gun,28,M,H,CA,FALSE,attack,Foot,FALSE
25/03/15,shot and Tasered,gun,63,M,W,AZ,TRUE,other,Not fleeing,FALSE
26/03/15,shot,gun,53,F,W,KS,FALSE,attack,Not fleeing,FALSE
26/03/15,shot,knife,35,M,H,CA,TRUE,other,Not fleeing,FALSE
27/03/15,shot,gun,56,M,W,CA,TRUE,attack,Not fleeing,FALSE
27/03/15,shot,knife,39,M,B,FL,FALSE,other,Not fleeing,FALSE
27/03/15,shot,toy weapon,23,M,H,CA,FALSE,attack,Car,FALSE
27/03/15,shot,gun,40,M,W,MA,FALSE,attack,Foot,FALSE
27/03/15,shot,knife,26,F,B,CA,FALSE,other,Not fleeing,FALSE
27/03/15,shot,gun,42,M,W,WV,FALSE,attack,Car,FALSE
27/03/15,shot,gun,41,M,B,MA,FALSE,attack,Not fleeing,FALSE
29/03/15,shot,vehicle,26,M,W,OH,FALSE,attack,Car,FALSE
29/03/15,shot,gun,29,M,B,KY,FALSE,attack,Not fleeing,FALSE
30/03/15,shot,gun,49,M,W,OR,TRUE,attack,Not fleeing,FALSE
31/03/15,shot,gun,36,M,W,FL,FALSE,attack,Not fleeing,FALSE
31/03/15,shot,toy weapon,21,M,H,TX,FALSE,attack,Not fleeing,FALSE
31/03/15,shot,vehicle,27,F,B,MD,FALSE,other,Car,FALSE
1/4/2015,shot,gun,37,M,B,CA,FALSE,attack,Not fleeing,FALSE
1/4/2015,shot,knife,36,M,W,NJ,FALSE,attack,Not fleeing,FALSE
2/4/2015,shot,gun,32,M,B,IL,FALSE,attack,Foot,FALSE
2/4/2015,shot and Tasered,gun,63,M,W,IL,TRUE,attack,Not fleeing,FALSE
2/4/2015,shot,unarmed,44,M,B,OK,FALSE,other,Not fleeing,FALSE
2/4/2015,shot,gun,27,M,W,LA,TRUE,attack,Not fleeing,FALSE
3/4/2015,shot,knife,38,M,W,VA,FALSE,other,Not fleeing,TRUE
4/4/2015,shot,gun,17,M,B,IL,FALSE,attack,Foot,FALSE
4/4/2015,shot and Tasered,unarmed,50,M,B,SC,FALSE,other,Foot,FALSE
4/4/2015,shot,gun,31,M,B,CA,FALSE,attack,Not fleeing,TRUE
4/4/2015,shot,gun,34,M,W,NM,TRUE,attack,Car,FALSE
5/4/2015,shot,knife,51,M,W,AZ,TRUE,other,Not fleeing,FALSE
5/4/2015,shot,gun,56,M,W,CA,FALSE,attack,Not fleeing,FALSE
6/4/2015,shot,gun,23,M,W,IN,TRUE,attack,Not fleeing,FALSE
6/4/2015,shot,gun,25,M,B,LA,FALSE,attack,Foot,FALSE
6/4/2015,shot,gun,31,M,W,ID,FALSE,attack,Car,FALSE
7/4/2015,shot,gun,32,M,W,OK,FALSE,attack,Car,FALSE
8/4/2015,shot,gun,60,M,W,TX,FALSE,attack,Car,FALSE
8/4/2015,shot,vehicle,42,M,B,GA,FALSE,attack,Car,FALSE
8/4/2015,shot,gun,39,M,H,CA,FALSE,attack,Foot,FALSE
8/4/2015,shot,knife,28,M,A,CA,TRUE,other,Not fleeing,FALSE
9/4/2015,shot,sword,22,M,W,FL,FALSE,attack,Not fleeing,FALSE
9/4/2015,shot,gun,29,M,B,IN,FALSE,attack,Car,FALSE
9/4/2015,shot,gun,31,M,W,PA,TRUE,attack,Not fleeing,FALSE
9/4/2015,shot,gun,28,M,W,SC,FALSE,attack,Not fleeing,FALSE
10/4/2015,shot,knife,21,M,H,CA,FALSE,attack,Not fleeing,FALSE
10/4/2015,shot,gun,38,M,W,KS,FALSE,attack,Car,FALSE
11/4/2015,shot,gun,66,M,W,OK,TRUE,attack,Not fleeing,TRUE
12/4/2015,shot,gun,36,M,B,IN,FALSE,attack,Foot,TRUE
12/4/2015,shot,machete,83,M,W,OK,TRUE,other,Not fleeing,FALSE
12/4/2015,shot,gun,32,M,W,NC,TRUE,attack,Car,FALSE
13/04/15,shot,gun,27,M,H,IL,FALSE,attack,Not fleeing,FALSE
14/04/15,shot,undetermined,26,M,B,TX,FALSE,undetermined,Foot,FALSE
14/04/15,shot,machete,31,M,W,AR,TRUE,attack,Not fleeing,FALSE
15/04/15,shot,gun,22,M,B,FL,FALSE,undetermined,Foot,FALSE
15/04/15,shot,knife,41,M,B,SC,FALSE,attack,Not fleeing,FALSE
15/04/15,shot,unarmed,41,M,B,TX,FALSE,other,Car,FALSE
15/04/15,shot,toy weapon,51,M,W,MO,FALSE,attack,Car,TRUE
15/04/15,shot,gun,72,M,W,CO,TRUE,attack,Not fleeing,FALSE
15/04/15,shot,toy weapon,52,M,H,CA,TRUE,attack,Not fleeing,FALSE
16/04/15,shot,knife,47,M,H,CA,FALSE,other,Not fleeing,FALSE
17/04/15,shot,gun,18,M,B,IL,FALSE,attack,Foot,FALSE
17/04/15,shot,gun,29,M,H,CA,FALSE,attack,Not fleeing,FALSE
17/04/15,shot,knife,23,M,B,MO,TRUE,other,Not fleeing,TRUE
18/04/15,shot,gun,43,M,H,AZ,TRUE,attack,Not fleeing,FALSE
18/04/15,shot,gun,45,M,W,FL,FALSE,attack,Not fleeing,FALSE
19/04/15,shot,gun,40,M,W,KY,TRUE,attack,Not fleeing,FALSE
19/04/15,shot,knife,44,M,W,NE,FALSE,attack,Not fleeing,FALSE
20/04/15,shot,gun,25,M,H,TX,FALSE,other,Not fleeing,FALSE
21/04/15,shot,vehicle,35,M,B,NJ,FALSE,attack,Not fleeing,FALSE
21/04/15,shot,unarmed,37,M,N,WA,TRUE,other,Foot,FALSE
21/04/15,shot,knife,59,M,W,SC,TRUE,other,Not fleeing,FALSE
21/04/15,shot,knife,35,M,H,CA,TRUE,other,Not fleeing,FALSE
22/04/15,shot,unarmed,18,M,B,VA,FALSE,undetermined,Not fleeing,FALSE
22/04/15,shot,knife,51,M,H,AZ,FALSE,other,Not fleeing,FALSE
22/04/15,shot,gun,30,M,W,NY,TRUE,attack,Foot,FALSE
22/04/15,shot,gun,31,M,B,TX,FALSE,attack,Foot,FALSE
22/04/15,shot,gun,39,M,A,CO,FALSE,attack,Not fleeing,FALSE
23/04/15,shot,gun,26,M,W,CA,TRUE,attack,Not fleeing,FALSE
23/04/15,shot,gun,51,M,W,OK,FALSE,attack,Not fleeing,FALSE
23/04/15,shot,unarmed,19,M,H,CA,FALSE,other,Not fleeing,FALSE
24/04/15,shot,vehicle,46,F,W,CA,FALSE,attack,Car,FALSE
24/04/15,shot,gun,49,M,W,OR,FALSE,attack,Not fleeing,FALSE
24/04/15,shot,gun,63,M,W,OK,FALSE,attack,Car,FALSE
24/04/15,shot,gun,20,M,B,CO,FALSE,attack,Foot,TRUE
25/04/15,shot,machete,25,M,W,TX,TRUE,other,Not fleeing,TRUE
25/04/15,shot,unarmed,24,M,B,NY,TRUE,attack,Foot,FALSE
25/04/15,shot,knife,58,M,W,FL,TRUE,other,Not fleeing,FALSE
26/04/15,shot,unarmed,29,M,W,OK,FALSE,attack,Not fleeing,FALSE
26/04/15,shot,gun,76,M,W,CA,FALSE,attack,Not fleeing,FALSE
26/04/15,shot,gun,45,M,W,CA,FALSE,attack,Not fleeing,FALSE
27/04/15,shot,hammer,20,M,B,MI,FALSE,other,Not fleeing,FALSE
28/04/15,shot,gun,58,M,W,OH,FALSE,attack,Not fleeing,FALSE
28/04/15,shot,gun,21,M,B,LA,FALSE,attack,Not fleeing,TRUE
28/04/15,shot,gun,27,M,W,IL,TRUE,attack,Not fleeing,FALSE
29/04/15,shot,knife,26,M,W,OK,FALSE,other,Foot,FALSE
29/04/15,shot,gun,33,M,H,AZ,TRUE,attack,Not fleeing,FALSE
29/04/15,shot,gun,27,M,H,CA,FALSE,attack,Not fleeing,FALSE
29/04/15,shot,gun,25,F,B,GA,FALSE,attack,Not fleeing,FALSE
29/04/15,shot,gun,53,M,B,VA,TRUE,attack,Not fleeing,FALSE
29/04/15,shot,gun,53,M,W,TN,TRUE,attack,Not fleeing,FALSE
30/04/15,shot,unarmed,42,M,O,CA,TRUE,other,Not fleeing,TRUE
30/04/15,shot and Tasered,metal object,22,M,H,TX,FALSE,other,Not fleeing,FALSE
2/5/2015,shot,gun,52,M,W,DE,FALSE,attack,Not fleeing,TRUE
3/5/2015,shot,gun,36,M,W,UT,TRUE,attack,Not fleeing,TRUE
3/5/2015,shot,gun,30,M,B,TX,FALSE,attack,Not fleeing,FALSE
3/5/2015,shot,gun,34,M,O,TX,FALSE,attack,Not fleeing,FALSE
3/5/2015,shot,gun,44,M,H,NM,FALSE,attack,Not fleeing,FALSE
3/5/2015,shot,gun,53,M,W,KY,FALSE,attack,Not fleeing,FALSE
4/5/2015,shot,toy weapon,36,M,W,WA,TRUE,attack,Not fleeing,FALSE
5/5/2015,shot,unarmed,29,M,B,CA,FALSE,attack,Not fleeing,TRUE
5/5/2015,shot,knife,32,M,A,CA,FALSE,attack,Not fleeing,FALSE
5/5/2015,shot,gun,46,M,W,VA,TRUE,attack,Not fleeing,FALSE
6/5/2015,shot,gun,18,M,W,NC,FALSE,attack,Car,FALSE
7/5/2015,shot,knife,38,M,W,NY,FALSE,other,Car,FALSE
7/5/2015,shot,vehicle,21,M,B,CA,FALSE,attack,Car,FALSE
8/5/2015,shot,sword,35,M,W,AZ,FALSE,attack,Not fleeing,FALSE
